country,year,luminosity,avg_luminosity,avg_luminosity/pixel_count,norm_viirs,norm_viirs/pixel
Estonia,2012,7312.174028420359,2437.391342806787,0.0005215983089845995,472768.8995514198,0.04420837517905903
Estonia,2013,112189.7767199019,37396.5922399673,0.008002817984776846,507728.1004485803,0.05168959485485128
Estonia,2014,8322.913884258884,2774.3046280862945,0.0005936972767580186,473105.8128366993,0.04428047414683245
Estonia,2015,17865.230689287928,5955.076896429309,0.0012743780551357324,476286.58510504226,0.04496115492521016
Estonia,2016,34469.08522652602,11489.695075508673,0.002458778537890734,481821.2032841216,0.046145555407965166
Estonia,2017,30162.222809563216,10054.074269854404,0.002151557710680414,480385.58247846743,0.04583833458075485
Estonia,2018,10276.424155039518,3425.4747183465056,0.0007330467574819269,473756.98292695935,0.044419823627556365
Ethiopia,2012,241737.12688481683,80579.04229493895,0.01724380137997824,139038.66273202546,0.0655898661963657
Ethiopia,2013,139673.1504926643,46557.716830888094,0.009963285723830562,105017.33726797457,0.05830935054021801
Ethiopia,2014,272899.53873330506,90966.51291110169,0.01946670543845351,149426.13334818813,0.06781277025484096
Ethiopia,2015,394003.28343623935,131334.42781207975,0.028105382281105075,189794.04824916626,0.07645144709749252
Ethiopia,2016,112268.68654523537,37422.89551507845,0.008008446848545164,95882.51595216492,0.056354511664932626
Ethiopia,2017,1075170.918581561,358390.30619385367,0.07669501995191316,416849.9266309402,0.1250410847683006
Ethiopia,2018,912360.0412665964,304120.01375553204,0.06508125392805797,362579.63419261854,0.11342731874444542
Gambia,2012,47067.581296191885,15689.193765397298,0.0033574653333835447,11691.33107395822,0.05125001032421292
Gambia,2013,56185.59485244257,18728.531617480858,0.004007879346200253,14730.668926041782,0.051900424337029634
Gambia,2014,58317.14853721084,19439.04951240361,0.004159929173401262,15441.18682096453,0.05205247416423063
Gambia,2015,78911.67183793275,26303.89061264425,0.005628995484767634,22306.027921205165,0.053521540475597006
Gambia,2016,49598.21179901759,16532.737266339198,0.0035379824526162603,12534.87457490012,0.05143052744344563
Gambia,2017,298789.48421526264,99596.49473842086,0.021313509375368262,95598.6320469818,0.06920605436619763
Gambia,2018,198480.18655983,66160.06218661,0.014158159977343968,62162.19949517093,0.06205070496817334
Georgia,2012,167189.22877131822,55729.742923772734,0.01192608636892602,246573.71959009828,0.04847304629134648
Georgia,2013,168486.91123072835,56162.303743576114,0.012018653774159609,247006.28040990172,0.04856561369658007
Georgia,2014,161808.47598319786,53936.158661065936,0.011542261866877884,244780.1353273916,0.04808922178929835
Georgia,2015,117267.9829687186,39089.32765623953,0.008365060975953307,229933.30432256512,0.04491202089837377
Georgia,2016,121432.32744593588,40477.44248197862,0.008662115590477451,231321.4191483042,0.04520907551289791
Georgia,2017,242625.5765034318,80875.1921678106,0.017307177035000454,271719.1688341362,0.05385413695742092
Georgia,2018,137761.29557828806,45920.431859429336,0.009826907638942723,236764.40852575487,0.046373867561363184
Ghana,2012,92785.28383278834,30928.427944262778,0.006618639949997686,286021.2508122844,0.05718342302332164
Ghana,2013,94883.77895908171,31627.926319693906,0.006768331615572485,286720.7491877155,0.05733311468889644
Ghana,2014,131722.28912234327,43907.429707447765,0.009396128018117924,299000.25257546944,0.059960911091441874
Ghana,2015,469666.50152456143,156555.50050818713,0.03350265625924199,411648.32337620883,0.08406743933256594
Ghana,2016,267258.9811372602,89086.32704575342,0.019064348315607133,344179.14991377504,0.06962913138893109
Ghana,2017,656895.6651946107,218965.2217315369,0.04685824856097438,474058.0445995586,0.09742303163429833
Ghana,2018,772171.7693680711,257390.58978935704,0.0550812231194996,512483.4126573786,0.10564600619282356
Guinea,2012,445331.0652573298,148443.68841910994,0.031766739915340014,38263.59447486243,0.06834980167756086
Guinea,2013,380926.4984081552,126975.49946938507,0.02717257776481578,16795.40552513757,0.06375563952703663
Guinea,2014,196430.14999153872,65476.71666384622,0.014011924999453498,-44703.37728040128,0.050594986761674336
Guinea,2015,457786.8801036193,152595.6267012064,0.03265524885065775,42415.5327569589,0.06923831061287859
Guinea,2016,212253.51658560653,70751.17219520218,0.01514065104260159,-39428.92174904533,0.051723712804822436
Guinea,2017,713337.3672229813,237779.1224076605,0.05088439676529585,127599.02846341295,0.0874674585275167
Guinea,2018,318426.089728517,106142.02990950568,0.02271424466833336,-4038.064034741823,0.0592973064305542
Hungary,2012,422297.2702083028,140765.75673610088,0.030123673366270767,1029337.7635127528,0.04587043930225425
Hungary,2013,460773.68913178646,153591.22971059548,0.03286830649019105,1042163.2364872472,0.04861507242617453
Hungary,2014,219609.07136510962,73203.02378836986,0.01566534382476466,961775.0305650216,0.03141210976074814
Hungary,2015,438542.0731816,146180.6910605333,0.031282461672966784,1034752.6978371851,0.047029227608950265
Hungary,2016,420708.79914463015,140236.2663815434,0.03001036317733622,1028808.2731581952,0.0457571291133197
Hungary,2017,382845.5499223769,127615.18330745895,0.027309469203775225,1016187.1900841108,0.0430562351397587
Hungary,2018,262845.85302854964,87615.28434284987,0.018749547252354386,976187.2911195016,0.03449631318833787
Kenya,2012,600116.5890526825,200038.86301756086,0.04280803449519463,194969.25185898985,0.1049732770670322
Kenya,2013,498370.0778987436,166123.35929958118,0.03555016454342571,161053.74814101018,0.09771540711526328
Kenya,2014,262051.3632307948,87350.45441026492,0.01869287402037115,82280.84325169389,0.08085811659220872
Kenya,2015,899771.7309139456,299923.91030464857,0.06418329370892266,294854.29914607754,0.12634853628076026
Kenya,2016,404570.2217282293,134856.7405760764,0.028859152243748763,129787.12941750539,0.09102439481558633
Kenya,2017,2800804.025797127,933601.3419323757,0.19978937016200027,928531.7307738048,0.26195461273383785
Kenya,2018,1390593.778605432,463531.25953514397,0.09919503564684584,458461.648376573,0.16136027821868346
Lao PDR,2012,285508.00970846927,95169.33656948977,0.020366103772514743,106604.72821057212,0.09052583296704302
Lao PDR,2013,232562.64044503678,77520.88014834559,0.01658935899469147,88956.27178942789,0.08674908818921973
Lao PDR,2014,255609.2271461761,85203.07571539201,0.018233338008929737,96638.46735647434,0.08839306720345799
Lao PDR,2015,234558.8421536425,78186.28071788081,0.01673175377790559,89621.67235896314,0.08689148297243385
Lao PDR,2016,211910.93379847595,70636.97793282532,0.01511621363154436,82072.36957390764,0.08527594282607262
Lao PDR,2017,836192.0725584684,278730.6908528228,0.05964797464305524,290166.0824939051,0.1298077038375835
Lao PDR,2018,435287.0327260466,145095.67757534888,0.031050270317742726,156531.0692164312,0.10120999951227097
Latvia,2012,337787.53524718323,112595.8450823944,0.024095352011071942,372428.50111377385,0.09400627806006814
Latvia,2013,227243.52856454023,75747.84285484675,0.016209931515068658,335580.4988862261,0.08612085756406487
Latvia,2014,84971.57063566294,28323.856878554318,0.006061265416149,288156.5129099337,0.07597219146514521
Latvia,2015,54715.44579317582,18238.48193105861,0.003903009404608547,278071.13796243805,0.07381393545360476
Latvia,2016,57594.8963898954,19198.2987966318,0.004108408859848001,279030.9548280112,0.07401933490884421
Latvia,2017,35030.702122248615,11676.900707416202,0.002498840279031948,271509.5567387956,0.07240976632802816
Latvia,2018,34168.166261540646,11389.388753846884,0.002437313126555103,271222.0447852263,0.0723482391755513
Lithuania,2012,458133.8242507827,152711.2747502609,0.03267999737001317,498426.7990681863,0.12459529530140045
Lithuania,2013,458429.0298416648,152809.67661388827,0.03270105523001601,498525.2009318137,0.12461635316140328
Lithuania,2014,295650.3600570891,98550.12001902972,0.02108958666151708,444265.6443369552,0.11300488459290435
Lithuania,2015,339846.7007944557,113282.2335981519,0.024242238185170392,458997.7579160773,0.11615753611655767
Lithuania,2016,322054.702663652,107351.56755455064,0.022973084018103992,453067.0918724761,0.11488838194949128
Lithuania,2017,67222.99399991182,22407.66466663728,0.0047952086286450965,368123.1889845628,0.09671050656003237
Lithuania,2018,80657.42792500433,26885.80930833477,0.005753525264745097,372601.3336262602,0.09766882319613238
Moldova,2012,47117.50590968169,15705.835303227232,0.003361026599003287,212143.56145773482,0.4019957794542236
Moldova,2013,26006.13716327296,8668.712387757654,0.001855092222212209,205106.43854226518,0.4004898450774325
Moldova,2014,266652.24652399326,88884.08217466444,0.019021068198496627,285321.80832917197,0.41765582105371696
Moldova,2015,211615.6070431419,70538.5356810473,0.01509514712853425,266976.26183555485,0.4137298999837546
Moldova,2016,219630.33366675905,73210.11122225302,0.01566686052561756,269647.8373767605,0.4143016133808379
Moldova,2017,222853.9842198731,74284.66140662436,0.015896812749227968,270722.3875611319,0.41453156560444826
Moldova,2018,288919.5305329201,96306.51017764006,0.02060945732047232,292744.2363321476,0.41924421017569263
Montenegro,2012,80885.18813899464,26961.729379664877,0.00576977205291091,82687.33702046778,0.4080138929646887
Montenegro,2013,96126.16601618793,32042.055338729315,0.0068569546414430785,87767.66297953222,0.4091010755532209
Montenegro,2014,86015.56708515502,28671.85569505168,0.006135736671964917,84397.46333585457,0.4083798575837427
Montenegro,2015,92112.2894750871,30704.096491695702,0.006570633335607932,86429.7041324986,0.4088147542473857
Montenegro,2016,95750.60686609258,31916.8689553642,0.006830164932000706,87642.47659616711,0.4090742858437785
Montenegro,2017,134670.84449990958,44890.28149996986,0.009606456915229563,100615.88914077275,0.41185057782700735
Montenegro,2018,119429.07115163552,39809.6903838785,0.008519217583467688,95535.29802468141,0.4107633384952455
Myanmar,2012,761429.6831795506,253809.89439318352,0.0543149593559292,414630.7176411637,0.5325219816065242
Myanmar,2013,670807.3773325684,223602.45911085614,0.047850610818496696,384423.28235883627,0.5260576330690917
Myanmar,2014,233958.8144712003,77986.27149040009,0.016688952085373472,238807.09473838023,0.4948959743359685
Myanmar,2015,317278.5594912827,105759.51983042755,0.022632388051009464,266580.3430784077,0.5008394103016044
Myanmar,2016,408264.5309831334,136088.1769943778,0.02912267790010413,296909.000242358,0.5073297001506991
Myanmar,2017,784945.3290788074,261648.4430262691,0.05599239770573591,422469.2662742493,0.5341994199563309
Myanmar,2018,821357.7426632356,273785.91422107856,0.058589799419353036,434606.73746905866,0.536796821669948
Nepal,2012,1088924.41635681,362974.80545227,0.07767609632595879,-41438.52733096789,0.23126747846440765
Nepal,2013,1679426.5803426171,559808.8601142057,0.11979830635400456,155395.52733096786,0.27338968849245343
Nepal,2014,1339822.4540332232,446607.4846777411,0.09557337170137033,42194.15189450317,0.2491647538398192
Nepal,2015,1105904.2632910986,368634.75443036633,0.07888731742290192,-35778.578352871584,0.2324786995613508
Nepal,2016,1046924.0738395076,348974.6912798359,0.07468009164272077,-55438.64150340203,0.22827147378116966
Nepal,2017,2427504.019029928,809168.0063433094,0.17316081188139626,404754.6735600715,0.3267521940198451
Nepal,2018,2157910.242156228,719303.4140520759,0.15392991590113864,314890.081268838,0.3075212980395875
Pakistan,2012,101996.75363815614,33998.91787938537,0.007275720464639166,3263157.044074765,0.4047732280740496
Pakistan,2013,151661.489189565,50553.829729855,0.010818448246978129,3279711.9559252346,0.4083159558563886
Pakistan,2014,158722.23070163006,52907.41023387669,0.01132211115469288,3282065.536429256,0.4088196187641033
Pakistan,2015,134268.32487272832,44756.10829090943,0.009577744037765923,3273914.234486289,0.4070752516471763
Pakistan,2016,165780.92537403313,55260.30845801104,0.011825628055474222,3284418.4346533907,0.4093231356648847
Pakistan,2017,287618.07477009506,95872.69159003168,0.020516620754702758,3325030.817785411,0.4180141283641132
Pakistan,2018,451123.9517396173,150374.65057987242,0.03217996309377598,3379532.776775252,0.4296774707031864
Philippines,2012,248920.15495840856,82973.38498613617,0.01775618733824621,688789.1119597841,0.4543186631250777
Philippines,2013,222531.48319970397,74177.16106656799,0.015873807828104346,679992.8880402159,0.4524362836149358
Philippines,2014,59990.409496020686,19996.803165340232,0.004279287668318499,625812.5301389882,0.44084176345515
Philippines,2015,280332.62235259963,93444.20745086654,0.01999692857473228,699259.9344245145,0.4565594043615638
Philippines,2016,182978.1966715778,60992.732223859275,0.013052358654757632,666808.4591975072,0.4496148344415891
Philippines,2017,590639.7516304944,196879.9172101648,0.04213202454866944,802695.6441838128,0.4786945003355009
Philippines,2018,461030.8751975861,153676.95839919534,0.032886652308615795,759492.6853728433,0.4694491280954473
Poland,2012,130421.69486540172,43473.898288467244,0.009303352906029634,7196044.844214176,1.4217022757330695
Poland,2013,102462.62958034268,34154.209860114235,0.007308952729448053,7186725.155785822,1.4197078755564885
Poland,2014,142975.49974496017,47658.49991498672,0.010198851750976415,7200229.445840696,1.4225977745780165
Poland,2015,104365.0899495967,34788.36331653223,0.0074446606745347315,7187359.309242241,1.4198435835015748
Poland,2016,163264.99984657572,54421.66661552523,0.011646159884236444,7206992.612541234,1.4240450827112765
Poland,2017,139094.7741901364,46364.924730045466,0.009922028486217949,7198935.870655755,1.4223209513132582
Poland,2018,121083.44220225092,40361.14740075031,0.008637228607149586,7192932.093326459,1.4210361514341898
Romania,2012,623947.0016728786,207982.33389095953,0.044507926056416784,2095114.5921434308,0.4962771858353185
Romania,2013,692574.4488122939,230858.1496040981,0.04940331834860242,2117990.407856569,0.5011725781275042
Romania,2014,551485.6514099451,183828.5504699817,0.039339050477555336,2070960.8087224527,0.491108310256457
Romania,2015,606773.8694495573,202257.95648318573,0.04328291736641048,2089390.214735657,0.4950521771453122
Romania,2016,822306.1335029562,274102.0445009854,0.05865745085329485,2161234.302753457,0.5104267106321966
Romania,2017,838123.5455737315,279374.51519124385,0.059785752143248064,2166506.773443715,0.5115550119221498
Romania,2018,988397.5393953392,329465.8464651131,0.07050522637308196,2216598.1047175843,0.5222744861519837
Rwanada,2012,42242.018795829244,14080.672931943083,0.003013244144130422,16771.307049070503,0.3934299415714903
Rwanada,2013,52143.17650140623,17381.058833802075,0.003719522071344149,20071.692950929497,0.394136219498704
Rwanada,2014,42126.52496075063,14042.174986916874,0.0030050056382030445,16732.809104044296,0.3934217030655629
Rwanada,2015,87209.48753933203,29069.829179777335,0.006220902436283492,31760.46329690476,0.3966375998636433
Rwanada,2016,21324.35402871106,7108.118009570353,0.0015211272267773765,9798.752126697776,0.3919378246541372
Rwanada,2017,120311.25157840947,40103.750526136486,0.008582146039086521,42794.384643263904,0.3989988434664464
Rwanada,2018,106247.13929298984,35415.71309766328,0.007578912642707801,38106.3472147907,0.3979956100700677
Senegal,2012,156244.0918183682,52081.36393945607,0.01114533841297278,102017.18212209355,0.5152103897981056
Senegal,2013,77786.99908580686,25928.999695268954,0.005548769357299953,75864.81787790645,0.5096138207424328
Senegal,2014,133039.37076817267,44346.45692272423,0.009490079222860746,94282.27510536172,0.5135551306079935
Senegal,2015,60380.10439834416,20126.70146611472,0.0043070857214394746,70062.5196487522,0.5083721371065723
Senegal,2016,59566.35766193028,19855.45255397676,0.004249038836887014,69791.27073661426,0.5083140902220198
Senegal,2017,203434.1069355864,67811.36897852879,0.014511537301351268,117747.18716116625,0.518576588686484
Senegal,2018,129602.15127223851,43200.71709074617,0.00924489251508822,93136.53527338368,0.513309943900221
Serbia,2012,301146.0712150157,100382.02373833855,0.02148161147322162,987432.2753158172,0.4140187163342501
Serbia,2013,356212.4193201128,118737.47310670427,0.025409651744410417,1005787.7246841828,0.4179467566054389
Serbia,2014,332421.78910865326,110807.26303621776,0.023712597976304744,997857.5146136964,0.4162497028373333
Serbia,2015,348494.40019534394,116164.80006511464,0.0248591033427253,1003215.0516425931,0.4173962082037538
Serbia,2016,419323.80575412116,139774.6019180404,0.029911567633406806,1026824.853495519,0.4224486724944353
Serbia,2017,551700.1433400081,183900.0477800027,0.0393543508010401,1070950.2993574813,0.4318914556620686
Serbia,2018,494123.0698315407,164707.6899438469,0.035247213298353175,1051757.9415213256,0.4277843181593817
Sweden,2012,828452.8573782772,276150.9524594257,0.059095914266050265,4869420.776911956,1.3491952375748253
Sweden,2013,744589.1959065401,248196.3986355133,0.05311367918262669,4841466.223088044,1.3432130024914015
Sweden,2014,392457.52743879386,130819.17581293127,0.027995119080142315,4724089.000265462,1.3180944423889174
Sweden,2015,211036.1214085789,70345.37380285964,0.01505381075909144,4663615.19825539,1.3051531340678664
Sweden,2016,873941.8461139561,291313.94870465196,0.06234077407241285,4884583.773157182,1.352440097381188
Sweden,2017,605318.6656257114,201772.88854190373,0.04317911351125115,4795042.712994434,1.333278436820026
Sweden,2018,453742.9448854429,151247.6482951476,0.0323667833733256,4744517.472747678,1.3224661066821006
Tajikistan,2012,898441.2628821214,299480.4209607071,0.06408838761494016,242805.28587332,0.4171731833191564
Tajikistan,2013,504695.5476422014,168231.84921406713,0.036001378410723886,111556.71412668,0.3890861741149401
Tajikistan,2014,326085.1950629478,108695.0650209826,0.023260590580677167,52019.92993359547,0.3763453862848933
Tajikistan,2015,278275.0095132627,92758.33650442088,0.019850153159736445,36083.201417033764,0.3729349488639526
Tajikistan,2016,401243.8629594849,133747.95431982836,0.02862187354905283,77072.81923244124,0.38170666925326896
Tajikistan,2017,929961.7992569624,309987.2664189875,0.06633683772122907,253312.1313316004,0.4194216334254453
Tajikistan,2018,598100.6337804906,199366.8779268302,0.042664230633733334,142691.74283944312,0.3957490263379495
Tanzania,2012,89713.09554993211,29904.365183310703,0.006399491963777465,86926.8040595828,0.3397676413257794
Tanzania,2013,247217.27119243532,82405.75706414509,0.01763471576368074,139428.19594041718,0.3510028651256827
Tanzania,2014,119556.6607845666,39852.220261522205,0.008528318917287447,96874.65913779431,0.3418964682792894
Tanzania,2015,112676.45571516606,37558.81857172201,0.008037534190923123,94581.25744799412,0.34140568355292505
Tanzania,2016,171570.93244342794,57190.310814475975,0.0122386458371445,114212.74969074807,0.34560679519914644
Tanzania,2017,881289.1306145148,293763.0435381716,0.06286487691190012,350785.4824144437,0.3962330262739021
Tanzania,2018,859902.3129387109,286634.1043129037,0.0613392939743355,343656.54318917583,0.3947074433363375
Togo,2012,137260.06275714494,45753.35425238165,0.009791153266727337,38638.958054665236,0.3879250052435102
Togo,2013,137716.31442915348,45905.43814305117,0.009823699004789108,38791.041945334764,0.38795755098157203
Togo,2014,84197.55661056527,28065.852203521757,0.006006052779653733,20951.45600580535,0.38413990475643656
Togo,2015,75247.05858680625,25082.35286226875,0.005367588129384563,17967.95666455234,0.3835014401061674
Togo,2016,62562.437591610986,20854.145863870333,0.004462757796368857,13739.749666153923,0.3825966097731517
Togo,2017,168118.56021806857,56039.52007268952,0.011992378241798187,48925.12387497311,0.39012623021858095
Togo,2018,199356.669368702,66452.22312290066,0.014220682005564962,59337.826925184236,0.3923545339823478
Turkmenistan,2012,76821.38936417285,25607.129788057617,0.005479889651211749,675101.9708547315,0.4869715083619366
Turkmenistan,2013,213801.5642357836,71267.18807859451,0.015251077713714938,720762.0291452685,0.4967426964244397
Turkmenistan,2014,55330.475247086426,18443.49174902881,0.003946881216451186,667938.3328157028,0.485438499927176
Turkmenistan,2015,59893.628684637326,19964.54289487911,0.004272384015948696,669459.383961553,0.4857640027266735
Turkmenistan,2016,88782.76319622764,29594.254398742545,0.006333128693346559,679089.0954654164,0.4878247474040714
Turkmenistan,2017,96854.58759241157,32284.862530803846,0.006908915038024093,681779.7035974779,0.4884005337487489
Turkmenistan,2018,138661.0396732522,46220.346557750745,0.009891088961300223,695715.1876244246,0.491382707672025
Uganda,2012,463841.8056282786,154613.93520942618,0.033087164024231966,102580.66288790989,0.5373303089523342
Uganda,2013,168640.82830081932,56213.609433606434,0.012029633119450257,4180.337112090121,0.5162727780475526
Uganda,2014,194244.41654330454,64748.138847768176,0.013856010374602,12714.866526251863,0.5180991553027043
Uganda,2015,592857.1338078468,197619.04460261558,0.04229019676798265,145585.7722810993,0.5465333416960849
Uganda,2016,207202.6687486629,69067.55624955428,0.0147803596052741,17034.28392803797,0.5190235045333764
Uganda,2017,1039264.5850958512,346421.52836528374,0.07413371838069915,294388.25604376744,0.5783768633088014
Uganda,2018,876702.9909459192,292234.33031530643,0.06253773443873015,240201.0579937901,0.5667808793668324
Uzbekistan,2012,531856.9004006721,177285.6334668907,0.03793887546884752,1184124.2203021538,0.40077974233488
Uzbekistan,2013,406044.5785877493,135348.1928625831,0.02896432233977992,1142186.7796978462,0.3918051892058124
Uzbekistan,2014,153750.3328426753,51250.11094755843,0.010967451445337577,1058088.6977828215,0.37380831831137
Uzbekistan,2015,68698.25340918411,22899.417803061366,0.004900443106134178,1029738.0046383244,0.36774130997216653
Uzbekistan,2016,86529.80985646133,28843.269952153776,0.006172419081174325,1035681.8567874169,0.3690132859472068
Uzbekistan,2017,220358.87536557944,73452.95845519315,0.01571882949088733,1080291.5452904562,0.3785596963569198
Uzbekistan,2018,278417.29326790525,92805.76442263508,0.019860302667328723,1099644.351257898,0.3827011695333612
Vietnam,2012,260123.6539464152,86707.88464880506,0.01855536499787821,1482873.0871577081,0.5083656227703819
Vietnam,2013,286280.131000166,95426.71033338868,0.02042118139491742,1491591.9128422919,0.5102314391674211
Vietnam,2014,318412.6901632813,106137.56338776043,0.022713288838980702,1502302.7658966638,0.5125235466114844
Vietnam,2015,409128.1644915021,136376.05483050065,0.029184283350931293,1532541.2573394037,0.5189945411234349
Vietnam,2016,363633.1024649893,121211.03415499645,0.025938990319345046,1517376.2366638996,0.5157492480918486
Vietnam,2017,499524.6180729263,166508.20602430878,0.035632521199622326,1562673.4085332118,0.525442778972126
Vietnam,2018,274428.33534547564,91476.1117818252,0.019575758877908068,1487641.3142907284,0.5093860166504117
Australia,2012,116472.85437005086,38824.284790016936,0.008308342176471998,2559056.47341193,1.5472930045567026
Australia,2013,163894.01389847128,54631.33796615709,0.011691029257492751,2574863.52658807,1.5506756916377231
