year,country,pixels,luminosity,lum/pix
2003,Japan,3376191,13096995,3.8792221767074198
2004,Japan,3376191,13453838,3.984916137742207
2005,Japan,3376191,13434936,3.9793175208393126
2006,Japan,3376191,13399932,3.968949623999353
2007,Japan,3376191,13987281,4.142917565978939
2008,Japan,3376191,7331920,2.171654388036696
2009,Japan,3376191,7224997,2.139984675037639
2010,Japan,3376191,9044887,2.679021121731561
2011,Japan,3376191,7710997,2.2839338769637143
2012,Japan,3376191,8063265,2.3882727606346914
2013,Japan,3376191,8016735,2.3744909574132507
1992,Kenya,1170411,59966,0.051234993519370546
1993,Kenya,1170411,70588,0.06031043795726458
1994,Kenya,1170411,121574,0.1038729130194436
1995,Kenya,1170411,92127,0.07871337504517643
1996,Kenya,1170411,92282,0.07884580715663131
1997,Kenya,1170411,176234,0.15057445632346245
1998,Kenya,1170411,195728,0.16723014394088914
1999,Kenya,1170411,190236,0.1625377751917916
2000,Kenya,1170411,190183,0.16249249195368123
2001,Kenya,1170411,183511,0.1567919303560886
2002,Kenya,1170411,193183,0.16505569411087218
2003,Kenya,1170411,139840,0.11947939655386014
2004,Kenya,1170411,188682,0.16121003647436669
2005,Kenya,1170411,156222,0.13347618913356077
2006,Kenya,1170411,178425,0.1524464482989309
2007,Kenya,1170411,165931,0.1417715657149497
2008,Kenya,1170411,102934,0.08794688361609725
2009,Kenya,1170411,99499,0.08501201714611363
2010,Kenya,1170411,154954,0.13239280902178807
2011,Kenya,1170411,161310,0.1378233799921566
2012,Kenya,1170411,177136,0.15134512577205786
2013,Kenya,1170411,178887,0.15284118143113828
1992,Korea,500337,35494,0.07094018631442407
1993,Korea,500337,41715,0.08337380605471911
1994,Korea,500337,86052,0.17198808003405705
1995,Korea,500337,57415,0.11475265670937788
1996,Korea,500337,56625,0.11317372091210524
1997,Korea,500337,83806,0.1674991056028237
1998,Korea,500337,97381,0.19463081882810984
1999,Korea,500337,83879,0.1676450072651033
2000,Korea,500337,102033,0.20392855215584696
2001,Korea,500337,114739,0.2293234360041332
2002,Korea,500337,94334,0.18854092341761652
2003,Korea,500337,77819,0.15553317064298663
2004,Korea,500337,89830,0.17953899072025456
2005,Korea,500337,86385,0.1726536314524011
2006,Korea,500337,83387,0.1666616700343968
2007,Korea,500337,93890,0.18765352152649115
2008,Korea,500337,43170,0.0862818460357719
2009,Korea,500337,37867,0.07568298966496581
2010,Korea,500337,85992,0.17186816085958065
2011,Korea,500337,60322,0.1205627407127596
2012,Korea,500337,72957,0.1458157202045821
2013,Korea,500337,79570,0.15903281188478965
1992,Lao PDR,922745,8498,0.009209478241551024
1993,Lao PDR,922745,10789,0.011692287685113439
1994,Lao PDR,922745,26519,0.028739250822274843
1995,Lao PDR,922745,18383,0.019922080314713167
1996,Lao PDR,922745,20481,0.022195731215016067
1997,Lao PDR,922745,43387,0.04701949075855193
1998,Lao PDR,922745,40003,0.043352172051866984
1999,Lao PDR,922745,41600,0.045082877718112806
2000,Lao PDR,922745,51493,0.0558041495754515
2001,Lao PDR,922745,52179,0.05654758356859154
2002,Lao PDR,922745,55450,0.06009244157378257
2003,Lao PDR,922745,52291,0.05666896054706338
2004,Lao PDR,922745,48935,0.053031986084996395
2005,Lao PDR,922745,48992,0.053093758297254386
2006,Lao PDR,922745,64148,0.0695186644197476
2007,Lao PDR,922745,71097,0.07704945570011217
2008,Lao PDR,922745,43348,0.0469772255606912
2009,Lao PDR,922745,33483,0.03628629794797046
2010,Lao PDR,922745,109914,0.1191163322478041
2011,Lao PDR,922745,82427,0.08932803754016548
2012,Lao PDR,922745,87767,0.09511511847801939
2013,Lao PDR,922745,107794,0.11681883944101566
1992,Latvia,241965,160825,0.6646622445394995
1993,Latvia,241965,161093,0.6657698427458517
1994,Latvia,241965,339038,1.4011861219597876
1995,Latvia,241965,193910,0.8013968962453247
1996,Latvia,241965,216336,0.8940797222738825
1997,Latvia,241965,423204,1.7490298183621598
1998,Latvia,241965,437825,1.8094559130452752
1999,Latvia,241965,350873,1.4500981546917944
2000,Latvia,241965,414641,1.7136404025375571
2001,Latvia,241965,436922,1.8057239683425288
2002,Latvia,241965,429465,1.774905461533693
2003,Latvia,241965,332424,1.373851590106007
2004,Latvia,241965,345229,1.426772467092348
2005,Latvia,241965,410228,1.6954022275949001
2006,Latvia,241965,389348,1.609108755398508
2007,Latvia,241965,368495,1.522926869588577
2008,Latvia,241965,239632,0.9903581096439568
2009,Latvia,241965,201630,0.833302337114872
2010,Latvia,241965,635713,2.6272932035624987
2011,Latvia,241965,346650,1.4326452172834914
2012,Latvia,241965,392646,1.6227388258632447
2013,Latvia,241965,315363,1.3033413923501334
1992,Lithuania,197505,198330,1.0041771094402674
1993,Lithuania,197505,189334,0.9586288954710007
1994,Lithuania,197505,477364,2.41697172223488
1995,Lithuania,197505,216791,1.0976481608060555
1996,Lithuania,197505,332336,1.6826713247765879
1997,Lithuania,197505,502007,2.541743247006405
1998,Lithuania,197505,769363,3.895410242778664
1999,Lithuania,197505,564235,2.8568137515505936
2000,Lithuania,197505,606393,3.0702665755297334
2001,Lithuania,197505,545894,2.7639502797397535
2002,Lithuania,197505,704996,3.5695096326675273
2003,Lithuania,197505,509843,2.5814181919445076
2004,Lithuania,197505,543603,2.7523505734032048
2005,Lithuania,197505,619979,3.13905470747576
2006,Lithuania,197505,536027,2.713992050834156
2007,Lithuania,197505,590051,2.987524366471735
2008,Lithuania,197505,322476,1.632748538011696
2009,Lithuania,197505,265396,1.3437431963747752
2010,Lithuania,197505,990040,5.012733854839118
2011,Lithuania,197505,604308,3.0597098807625125
2012,Lithuania,197505,588089,2.9775904407483353
2013,Lithuania,197505,408863,2.070139996455786
1992,Mexico,7940298,3500522,0.44085524246067337
1993,Mexico,7940298,4240114,0.5339993536766504
1994,Mexico,7940298,8614916,1.0849612949035414
1995,Mexico,7940298,5174863,0.6517215096964875
1996,Mexico,7940298,4896561,0.6166721954264185
1997,Mexico,7940298,8879935,1.1183377500441418
1998,Mexico,7940298,9860354,1.241811579363898
1999,Mexico,7940298,10331353,1.3011291263879516
2000,Mexico,7940298,11066822,1.3937539875707436
2001,Mexico,7940298,10929985,1.376520755266364
2002,Mexico,7940298,10963793,1.3807785299745676
2003,Mexico,7940298,9409847,1.1850747919032762
2004,Mexico,7940298,9994761,1.2587387778141323
2005,Mexico,7940298,9668297,1.2176239481188238
2006,Mexico,7940298,10014287,1.2611978794750525
2007,Mexico,7940298,10592319,1.3339951472854041
2008,Mexico,7940298,5961853,0.7508349182864421
2009,Mexico,7940298,5409448,0.6812651112086725
2010,Mexico,7940298,7831576,0.9863075667940926
2011,Mexico,7940298,6929636,0.872717371564644
2012,Mexico,7940298,7036868,0.8862221543826189
2013,Mexico,7940298,6616079,0.8332280476123188
1992,Moldova,146780,342607,2.3341531543807057
1993,Moldova,146780,277468,1.8903665349502656
1994,Moldova,146780,436738,2.9754598719171548
1995,Moldova,146780,244685,1.6670186673933778
1996,Moldova,146780,252895,1.7229527183539992
1997,Moldova,146780,331173,2.256254258073307
1998,Moldova,146780,337067,2.296409592587546
1999,Moldova,146780,207271,1.4121201798610166
2000,Moldova,146780,222560,1.51628287232593
2001,Moldova,146780,286239,1.9501226325112413
2002,Moldova,146780,283796,1.9334786755688786
2003,Moldova,146780,201727,1.3743493663986919
2004,Moldova,146780,219026,1.4922060226188854
2005,Moldova,146780,228382,1.5559476767952036
2006,Moldova,146780,216351,1.473981468864968
2007,Moldova,146780,209934,1.4302629786074397
2008,Moldova,146780,118383,0.8065335876822456
2009,Moldova,146780,116170,0.7914566017168552
2010,Moldova,146780,223020,1.5194168142798747
2011,Moldova,146780,173714,1.183499114320752
2012,Moldova,146780,234277,1.596109824226734
2013,Moldova,146780,182973,1.2465799155198256
1992,Montenegro,45372,21264,0.4686590848981751
1993,Montenegro,45372,23374,0.5151635369831614
1994,Montenegro,45372,47815,1.053843780305034
1995,Montenegro,45372,32821,0.7233756501807282
1996,Montenegro,45372,33633,0.7412721502248083
1997,Montenegro,45372,62739,1.3827691087014018
1998,Montenegro,45372,78079,1.720863087366658
1999,Montenegro,45372,78507,1.730296217931764
2000,Montenegro,45372,96163,2.119434893767081
2001,Montenegro,45372,85716,1.8891827558846865
2002,Montenegro,45372,90554,1.9958123953098827
2003,Montenegro,45372,89368,1.9696729260336772
2004,Montenegro,45372,78458,1.7292162567222076
2005,Montenegro,45372,98347,2.1675703076787447
2006,Montenegro,45372,98342,2.1674601075553204
2007,Montenegro,45372,101232,2.2311557788944723
2008,Montenegro,45372,60270,1.3283522877545624
2009,Montenegro,45372,51150,1.1273472626289343
2010,Montenegro,45372,81809,1.803072379441065
2011,Montenegro,45372,85326,1.8805871462576038
2012,Montenegro,45372,84612,1.8648505686326369
2013,Montenegro,45372,85843,1.8919818390196597
1992,Myanmar,2357003,71016,0.03012978770073691
1993,Myanmar,2357003,88363,0.037489557713757685
1994,Myanmar,2357003,181813,0.07713736469575982
1995,Myanmar,2357003,120159,0.05097957024237983
1996,Myanmar,2357003,143905,0.061054228611503676
1997,Myanmar,2357003,273291,0.11594851597558425
1998,Myanmar,2357003,259696,0.11018059798820791
1999,Myanmar,2357003,250999,0.10649074269315736
2000,Myanmar,2357003,321503,0.13640330538399822
2001,Myanmar,2357003,276054,0.11712076734734746
2002,Myanmar,2357003,253919,0.10772960407772074
2003,Myanmar,2357003,197254,0.08368848066803479
2004,Myanmar,2357003,198607,0.08426251472738898
2005,Myanmar,2357003,198844,0.08436306614798539
2006,Myanmar,2357003,213042,0.09038681749662601
2007,Myanmar,2357003,224268,0.09514964554563571
2008,Myanmar,2357003,142262,0.06035715694888806
2009,Myanmar,2357003,79106,0.03356211256413335
2010,Myanmar,2357003,539484,0.22888558054444563
2011,Myanmar,2357003,421365,0.17877151620087034
2012,Myanmar,2357003,360567,0.15297689481091029
2013,Myanmar,2357003,438487,0.18603582600446414
1992,Nepal,469964,29038,0.061787711399171
1993,Nepal,469964,28769,0.06121532713143985
1994,Nepal,469964,64521,0.13728923917576666
1995,Nepal,469964,45657,0.09714999446766136
1996,Nepal,469964,49248,0.10479100526848865
1997,Nepal,469964,83852,0.17842217701781413
1998,Nepal,469964,95517,0.20324322714080229
1999,Nepal,469964,109344,0.2326646296312058
2000,Nepal,469964,127912,0.27217403886255115
2001,Nepal,469964,142416,0.30303597722378733
2002,Nepal,469964,131768,0.28037892264088315
2003,Nepal,469964,97407,0.20726481177281664
2004,Nepal,469964,124858,0.26567566877462956
2005,Nepal,469964,113122,0.24070354325012128
2006,Nepal,469964,116030,0.2468912512447762
2007,Nepal,469964,120049,0.2554429700998374
2008,Nepal,469964,61123,0.13005889812836727
2009,Nepal,469964,47840,0.10179503110876578
2010,Nepal,469964,83104,0.17683056574546135
2011,Nepal,469964,64019,0.13622107225234273
2012,Nepal,469964,45660,0.09715637793533122
2013,Nepal,469964,68297,0.1453238971495689
1992,Netherlands,148004,1511656,10.213615848220318
1993,Netherlands,148004,1595381,10.779310018648145
1994,Netherlands,148004,3299922,22.296167671144023
1995,Netherlands,148004,1825046,12.331058620037297
1996,Netherlands,148004,1706444,11.529715413096943
1997,Netherlands,148004,3231458,21.83358557876814
1998,Netherlands,148004,3313045,22.384834193670443
1999,Netherlands,148004,3572879,24.140421880489715
2000,Netherlands,148004,3495917,23.620422421015647
2001,Netherlands,148004,3372775,22.788404367449527
2002,Netherlands,148004,3309160,22.358584903110728
2003,Netherlands,148004,2947905,19.917738709764603
2004,Netherlands,148004,2787018,18.830693765033377
2005,Netherlands,148004,2867720,19.375962811815896
2006,Netherlands,148004,2866616,19.368503553958
2007,Netherlands,148004,3106796,20.99129753249912
2008,Netherlands,148004,1690925,11.424860138915164
2009,Netherlands,148004,1633506,11.036904407988974
2010,Netherlands,148004,2419837,16.349808113294234
2011,Netherlands,148004,1721879,11.634003135050405
2012,Netherlands,148004,1944217,13.13624631766709
2013,Netherlands,148004,1812010,12.242979919461636
1992,Pakistan,3286104,2120848,0.6453989283358044
1993,Pakistan,3286104,2170448,0.6604927902464438
1994,Pakistan,3286104,4359127,1.326533487680244
1995,Pakistan,3286104,2703625,0.8227448066159805
1996,Pakistan,3286104,2772756,0.8437821809656664
1997,Pakistan,3286104,4883648,1.4861513816969882
1998,Pakistan,3286104,5412855,1.6471952804902097
1999,Pakistan,3286104,5462445,1.6622860992835284
2000,Pakistan,3286104,5756594,1.7517990909599939
2001,Pakistan,3286104,5897819,1.794775515321487
2002,Pakistan,3286104,5965159,1.8152678673590368
2003,Pakistan,3286104,5122568,1.558857540722996
2004,Pakistan,3286104,5655966,1.72117680998532
2005,Pakistan,3286104,5315628,1.6176079637163037
2006,Pakistan,3286104,5877342,1.788544123983903
2007,Pakistan,3286104,6282948,1.9119747883816216
2008,Pakistan,3286104,2896239,0.8813595065767852
2009,Pakistan,3286104,3010090,0.916005701584612
2010,Pakistan,3286104,3843818,1.1697189133393222
2011,Pakistan,3286104,3128210,0.951951003376643
2012,Pakistan,3286104,3420187,1.0408030299710538
2013,Pakistan,3286104,3122682,0.9502687681217636
1992,Philippines,1744448,239243,0.13714538925780534
1993,Philippines,1744448,325014,0.1863133782147705
1994,Philippines,1744448,683758,0.39196238580914994
1995,Philippines,1744448,416558,0.2387907234838757
1996,Philippines,1744448,430112,0.24656051656455222
1997,Philippines,1744448,984196,0.5641876398723263
1998,Philippines,1744448,996354,0.5711571798070221
1999,Philippines,1744448,893390,0.5121333510657813
2000,Philippines,1744448,935278,0.5361455314231207
2001,Philippines,1744448,982809,0.5633925459514987
2002,Philippines,1744448,1068204,0.6123449939465092
2003,Philippines,1744448,935935,0.5365221548593022
2004,Philippines,1744448,993419,0.5694746991598488
2005,Philippines,1744448,850335,0.4874521911802473
2006,Philippines,1744448,825025,0.4729433035550501
2007,Philippines,1744448,958207,0.5492895173716843
2008,Philippines,1744448,511417,0.29316838335106576
2009,Philippines,1744448,465386,0.2667812396815497
2010,Philippines,1744448,839300,0.4811264078952196
2011,Philippines,1744448,625551,0.35859538375463185
2012,Philippines,1744448,656063,0.37608630351836225
2013,Philippines,1744448,712719,0.4085641991048171
1992,Poland,837200,2456297,2.9339429049211656
1993,Poland,837200,2230093,2.6637517916865745
1994,Poland,837200,4587921,5.480077639751553
1995,Poland,837200,4069906,4.861330625895843
1996,Poland,837200,3793730,4.531450071667463
1997,Poland,837200,6450536,7.704892498805543
1998,Poland,837200,10227361,12.216150262780697
1999,Poland,837200,8511626,10.1667773530817
2000,Poland,837200,8283872,9.894734830387005
2001,Poland,837200,9895096,11.819273769708552
2002,Poland,837200,10948089,13.077029383659818
2003,Poland,837200,7982032,9.534199713330148
2004,Poland,837200,8262011,9.868622790253225
2005,Poland,837200,9031180,10.787362637362637
2006,Poland,837200,9615989,11.485892259914
2007,Poland,837200,8241338,9.843929765886287
2008,Poland,837200,4613272,5.510358337314859
2009,Poland,837200,5017997,5.993785236502628
2010,Poland,837200,11013992,13.15574773053034
2011,Poland,837200,6965483,8.31997491638796
2012,Poland,837200,8389589,10.021009316770186
2013,Poland,837200,5993181,7.158601290014333
1992,Romania,615850,500605,0.8128683932775839
1993,Romania,615850,683852,1.1104197450677924
1994,Romania,615850,1411605,2.2921247056913208
1995,Romania,615850,1142922,1.8558447673946579
1996,Romania,615850,1128357,1.8321945278882845
1997,Romania,615850,2046843,3.3236063976617682
1998,Romania,615850,2890457,4.693443208573516
1999,Romania,615850,2118089,3.4392936591702523
2000,Romania,615850,2938705,4.77178696111066
2001,Romania,615850,2931548,4.760165624746286
2002,Romania,615850,3248319,5.274529512056508
2003,Romania,615850,2434531,3.9531233254851017
2004,Romania,615850,2476607,4.021445157099943
2005,Romania,615850,2563431,4.1624275391735
2006,Romania,615850,2310872,3.7523293009661445
2007,Romania,615850,2487938,4.039844117885849
2008,Romania,615850,1585108,2.5738540228951856
2009,Romania,615850,1459501,2.369896890476577
2010,Romania,615850,2275121,3.694277827393034
2011,Romania,615850,2153323,3.496505642607778
2012,Romania,615850,2362742,3.8365543557684503
2013,Romania,615850,1850363,3.004567670699034
1992,Russia,175525663,28274667,0.16108565845439934
1993,Russia,175525663,28810490,0.1641383345750416
1994,Russia,175525663,59195150,0.33724498736119285
1995,Russia,175525663,28016991,0.15961763380435146
1996,Russia,175525663,27260394,0.15530717009740053
1997,Russia,175525663,52312959,0.2980359572833518
1998,Russia,175525663,56920103,0.3242836519010898
1999,Russia,175525663,48336168,0.275379492513297
2000,Russia,175525663,58538038,0.333501306871577
2001,Russia,175525663,55714390,0.3174144968191916
2002,Russia,175525663,49159660,0.28007106858214803
2003,Russia,175525663,46561163,0.2652669826405954
2004,Russia,175525663,50586274,0.28819873479127667
2005,Russia,175525663,49319885,0.28098389806395435
2006,Russia,175525663,48122326,0.27416119772753683
2007,Russia,175525663,55949565,0.31875432938829007
2008,Russia,175525663,28146923,0.16035787883621325
2009,Russia,175525663,27905977,0.1589851678839692
2010,Russia,175525663,43061297,0.2453276419186635
2011,Russia,175525663,37010583,0.2108556798329826
2012,Russia,175525663,37893981,0.2158885507243462
2013,Russia,175525663,37448149,0.21334856886425776
1992,Rwanda,46440,5332,0.11481481481481481
1993,Rwanda,46440,5728,0.12334194659776056
1994,Rwanda,46440,2932,0.06313522825150732
1995,Rwanda,46440,4291,0.09239879414298019
1996,Rwanda,46440,4899,0.10549095607235143
1997,Rwanda,46440,9042,0.194702842377261
1998,Rwanda,46440,10047,0.216343669250646
1999,Rwanda,46440,10296,0.22170542635658916
2000,Rwanda,46440,12632,0.27200689061154176
2001,Rwanda,46440,12088,0.2602928509905254
2002,Rwanda,46440,11594,0.24965546942291128
2003,Rwanda,46440,8037,0.17306201550387598
2004,Rwanda,46440,8073,0.17383720930232557
2005,Rwanda,46440,7586,0.16335055986218777
2006,Rwanda,46440,9656,0.20792420327304048
2007,Rwanda,46440,10618,0.22863910422049957
2008,Rwanda,46440,6180,0.1330749354005168
2009,Rwanda,46440,6780,0.14599483204134367
2010,Rwanda,46440,12452,0.2681309216192937
2011,Rwanda,46440,14111,0.30385443583118
2012,Rwanda,46440,17574,0.37842377260981913
2013,Rwanda,46440,19269,0.414922480620155
1992,Saudi Arabia,4792450,2768516,0.5776828135922127
1993,Saudi Arabia,4792450,2841189,0.5928468737284688
1994,Saudi Arabia,4792450,5540848,1.1561618796231572
1995,Saudi Arabia,4792450,3072910,0.6411981345658275
1996,Saudi Arabia,4792450,3049803,0.6363765923483813
1997,Saudi Arabia,4792450,5479021,1.1432609625556867
1998,Saudi Arabia,4792450,5585590,1.1654978142703627
1999,Saudi Arabia,4792450,5790911,1.2083404104372502
2000,Saudi Arabia,4792450,6347002,1.3243752151822137
2001,Saudi Arabia,4792450,6377192,1.3306747070913625
2002,Saudi Arabia,4792450,6743699,1.4071506223330448
2003,Saudi Arabia,4792450,6267494,1.307784953416311
2004,Saudi Arabia,4792450,6572490,1.3714258886373358
2005,Saudi Arabia,4792450,6521705,1.3608290123005977
2006,Saudi Arabia,4792450,7168759,1.4958442967584429
2007,Saudi Arabia,4792450,7784296,1.624283195442832
2008,Saudi Arabia,4792450,4345278,0.906692401590001
2009,Saudi Arabia,4792450,4099633,0.8554357374620497
2010,Saudi Arabia,4792450,6221098,1.2981038925810389
2011,Saudi Arabia,4792450,5838241,1.2182163611513943
2012,Saudi Arabia,4792450,6442453,1.3442921678890756
2013,Saudi Arabia,4792450,6597048,1.3765501987501174
1992,Senegal,379620,27388,0.07214583004056688
1993,Senegal,379620,37628,0.09912017280438333
1994,Senegal,379620,69340,0.1826563405510774
1995,Senegal,379620,42161,0.11106106106106106
1996,Senegal,379620,46399,0.12222485643538275
1997,Senegal,379620,81617,0.2149965755228913
1998,Senegal,379620,88401,0.2328670776039197
1999,Senegal,379620,86201,0.22707180865075602
2000,Senegal,379620,95899,0.25261840788156575
2001,Senegal,379620,103244,0.2719667035456509
2002,Senegal,379620,109679,0.2889178652336547
2003,Senegal,379620,90868,0.23936568147094464
2004,Senegal,379620,109404,0.28819345661450924
2005,Senegal,379620,104975,0.27652652652652654
2006,Senegal,379620,109269,0.28783783783783784
2007,Senegal,379620,122598,0.3229492650545282
2008,Senegal,379620,68154,0.17953216374269007
2009,Senegal,379620,66070,0.17404246351614772
2010,Senegal,379620,95525,0.25163321215952794
2011,Senegal,379620,80861,0.21300511037353143
2012,Senegal,379620,88972,0.23437121331858174
2013,Senegal,379620,88910,0.23420789210262893
1992,Serbia,236027,352814,1.4948035606095913
1993,Serbia,236027,366490,1.5527460841344423
1994,Serbia,236027,776696,3.290708266427146
1995,Serbia,236027,528561,2.2394090506594586
1996,Serbia,236027,543598,2.3031178636342453
1997,Serbia,236027,1091247,4.623399017908968
1998,Serbia,236027,1296296,5.492151321670826
1999,Serbia,236027,1134839,4.808089752443577
2000,Serbia,236027,1137083,4.817597139310333
2001,Serbia,236027,1215517,5.149906578484665
2002,Serbia,236027,1316546,5.577946590856131
2003,Serbia,236027,1207020,5.113906459854169
2004,Serbia,236027,1081594,4.582501154528931
2005,Serbia,236027,1364234,5.779991272184962
2006,Serbia,236027,1203264,5.097993026221577
2007,Serbia,236027,1285121,5.444805043490787
2008,Serbia,236027,776390,3.2894118045816794
2009,Serbia,236027,726101,3.0763471975663803
2010,Serbia,236027,1125884,4.770149177848297
2011,Serbia,236027,980051,4.152283425201354
2012,Serbia,236027,1079211,4.572404851987272
2013,Serbia,236027,914009,3.8724764539650125
1992,Spain,1398941,3705218,2.6485877531647155
1993,Spain,1398941,3792292,2.7108305496800793
1994,Spain,1398941,8105375,5.793936270364512
1995,Spain,1398941,4689634,3.352274327509166
1996,Spain,1398941,4615281,3.2991248380024603
1997,Spain,1398941,8942094,6.392045125562836
1998,Spain,1398941,9508130,6.796662618366321
1999,Spain,1398941,9855386,7.044890384941181
2000,Spain,1398941,10420286,7.448695834920843
2001,Spain,1398941,10421204,7.449352045583052
2002,Spain,1398941,10900580,7.792022680012953
2003,Spain,1398941,9401033,6.72010685225467
2004,Spain,1398941,9987590,7.1393932982162935
2005,Spain,1398941,9882623,7.064360112399307
2006,Spain,1398941,10345447,7.39519893976944
2007,Spain,1398941,11240784,8.035209490607539
2008,Spain,1398941,5924279,4.234831204461089
2009,Spain,1398941,5909339,4.224151697605546
2010,Spain,1398941,7733887,5.528386829751934
2011,Spain,1398941,6553748,4.6847922821620065
2012,Spain,1398941,6561817,4.690560216621001
2013,Spain,1398941,6184932,4.421152857768841
1992,Sweden,2552446,3616797,1.4169925632119151
1993,Sweden,2552446,3683282,1.4430401269997484
1994,Sweden,2552446,8442367,3.3075594939128976
1995,Sweden,2552446,5352381,2.096961502809462
1996,Sweden,2552446,4414582,1.7295496163288078
1997,Sweden,2552446,8343473,3.26881469774483
1998,Sweden,2552446,9589820,3.7571098467900987
1999,Sweden,2552446,8825450,3.4576441578000083
2000,Sweden,2552446,7571976,2.966556785138647
2001,Sweden,2552446,6982566,2.735637110442297
2002,Sweden,2552446,5754246,2.2544045985693724
2003,Sweden,2552446,6791550,2.6608006594458806
2004,Sweden,2552446,6256324,2.451109249715763
2005,Sweden,2552446,6099293,2.389587478050466
2006,Sweden,2552446,6709469,2.6286428782430655
2007,Sweden,2552446,6999111,2.7421191280834147
2008,Sweden,2552446,3639748,1.425984330324716
2009,Sweden,2552446,3123081,1.2235639852909719
2010,Sweden,2552446,7169269,2.808783809726043
2011,Sweden,2552446,4575047,1.7924167641548538
2012,Sweden,2552446,5155446,2.0198060997176825
2013,Sweden,2552446,4555441,1.7847355046884439
1992,Switzerland,131688,664983,5.049685620557682
1993,Switzerland,131688,612451,4.650773039305024
1994,Switzerland,131688,1435662,10.901995626025151
1995,Switzerland,131688,841013,6.386405746916955
1996,Switzerland,131688,795107,6.037809063847883
1997,Switzerland,131688,1469245,11.15701506591337
1998,Switzerland,131688,1763245,13.38956472875281
1999,Switzerland,131688,1962054,14.899261891744123
2000,Switzerland,131688,1807278,13.723938399854202
2001,Switzerland,131688,1761441,13.375865682522326
2002,Switzerland,131688,1780840,13.523175991738048
2003,Switzerland,131688,1784625,13.551918170220521
2004,Switzerland,131688,1476815,11.214499422878319
2005,Switzerland,131688,1878842,14.2673744000972
2006,Switzerland,131688,1607171,12.204384606038515
2007,Switzerland,131688,1725463,13.102659315958933
2008,Switzerland,131688,1019065,7.738480347488002
2009,Switzerland,131688,982587,7.461477127756515
2010,Switzerland,131688,1494877,11.351656946722557
2011,Switzerland,131688,1051692,7.986240204118826
2012,Switzerland,131688,1238479,9.40464582953648
2013,Switzerland,131688,1153476,8.759158009841443
1992,Tajikistan,459342,185422,0.40366872613434
1993,Tajikistan,459342,168780,0.36743864049009234
1994,Tajikistan,459342,339882,0.7399323379965255
1995,Tajikistan,459342,212892,0.46347166163773396
1996,Tajikistan,459342,198684,0.43254046004937496
1997,Tajikistan,459342,285996,0.6226210535940541
1998,Tajikistan,459342,366255,0.7973470747286335
1999,Tajikistan,459342,288789,0.6287014903927792
2000,Tajikistan,459342,315921,0.6877685907232519
2001,Tajikistan,459342,308021,0.6705700763265715
2002,Tajikistan,459342,393512,0.8566863034514588
2003,Tajikistan,459342,282356,0.6146966748087481
2004,Tajikistan,459342,322024,0.7010549873514723
2005,Tajikistan,459342,323062,0.7033147415215678
2006,Tajikistan,459342,305810,0.6657566693226398
2007,Tajikistan,459342,360203,0.7841717064844931
2008,Tajikistan,459342,156184,0.34001680664951167
2009,Tajikistan,459342,75262,0.16384741652189436
2010,Tajikistan,459342,162760,0.35433293711439406
2011,Tajikistan,459342,130493,0.28408680242607903
2012,Tajikistan,459342,168544,0.36692486208533076
2013,Tajikistan,459342,185818,0.4045308288813128
1992,Tanzania,1705492,37143,0.02177846627248911
1993,Tanzania,1705492,54130,0.03173864198718024
1994,Tanzania,1705492,100056,0.05866694185607438
1995,Tanzania,1705492,64976,0.038098097205967546
1996,Tanzania,1705492,66236,0.038836886951096806
1997,Tanzania,1705492,108644,0.06370243894430463
1998,Tanzania,1705492,119982,0.0703503739683329
1999,Tanzania,1705492,131112,0.07687635005030806
2000,Tanzania,1705492,138479,0.08119592469504401
2001,Tanzania,1705492,134778,0.07902587640399368
2002,Tanzania,1705492,146233,0.0857424133329268
2003,Tanzania,1705492,109188,0.06402140848505886
2004,Tanzania,1705492,128783,0.07551076170395404
2005,Tanzania,1705492,114132,0.06692027872308988
2006,Tanzania,1705492,119816,0.07025304135111744
2007,Tanzania,1705492,116927,0.0685591020069282
2008,Tanzania,1705492,68535,0.040184885065423934
2009,Tanzania,1705492,67516,0.039587403517577335
2010,Tanzania,1705492,120878,0.07087573556486926
2011,Tanzania,1705492,96549,0.056610643732131254
2012,Tanzania,1705492,112227,0.06580329898938253
2013,Tanzania,1705492,114128,0.06691793335881963
1992,Togo,141372,18387,0.13006111535523301
1993,Togo,141372,18187,0.12864640805817276
1994,Togo,141372,40803,0.2886215092097445
1995,Togo,141372,21928,0.1551085080496845
1996,Togo,141372,21535,0.15232860821096114
1997,Togo,141372,49785,0.3521560139207198
1998,Togo,141372,40226,0.28454007865772574
1999,Togo,141372,44267,0.3131242395948278
2000,Togo,141372,39299,0.2779829103358515
2001,Togo,141372,40552,0.2868460515519339
2002,Togo,141372,41751,0.29532722179781
2003,Togo,141372,35868,0.25371360665478315
2004,Togo,141372,35829,0.2534377387318564
2005,Togo,141372,35988,0.2545624310330193
2006,Togo,141372,34323,0.2427849927849928
2007,Togo,141372,39597,0.28009082420847126
2008,Togo,141372,25288,0.1788755906402965
2009,Togo,141372,22264,0.1574852163087457
2010,Togo,141372,35818,0.2533599298305181
2011,Togo,141372,34462,0.24376821435644966
2012,Togo,141372,40064,0.2833941657471069
2013,Togo,141372,37366,0.26430976430976433
1992,Turkey,1708509,1484959,0.8691549181186637
1993,Turkey,1708509,2096023,1.2268141402825505
