201204,Andhra Pradesh,919062.6997138243
201204,Arunachal Pradesh,60662.72002732381
201204,Assam,178529.97002896108
201204,Bihar,284595.859926926
201204,Chhattisgarh,374733.77989744395
201204,Delhi,225090.52013331652
201204,Goa,21710.849997377023
201204,Gujarat,734937.6098416317
201204,Haryana,400291.0796953477
201204,Himachal Pradesh,78519.80000155047
201204,Jammu and Kashmir,179306.03001368977
201204,Jharkhand,256441.90006298572
201204,Karnataka,694790.5497797187
201204,Kerala,27935.219996025786
201204,Madhya Pradesh,910674.3399395328
201204,Maharashtra,977239.5898414273
201204,Manipur,26446.330012300983
201204,Meghalaya,38224.770000649616
201204,Mizoram,23486.220014235005
201204,Nagaland,26782.689999759197
201204,Orissa,371424.9699573163
201204,Punjab,335561.88990649395
201204,Rajasthan,1043974.8996243514
201204,Sikkim,12448.159990726039
201204,Tamil Nadu,426060.10980992205
201204,Tripura,27358.749989392236
201204,Uttar Pradesh,1347322.0993326567
201204,Uttaranchal,164779.6599679701
201204,West Bengal,402728.8698011935
201205,Andhra Pradesh,787854.6496929023
201205,Arunachal Pradesh,69886.75004130974
201205,Assam,154542.21973681264
201205,Bihar,164030.6299822703
201205,Chhattisgarh,292728.5198608022
201205,Delhi,170991.37002515793
201205,Goa,20821.990008113906
201205,Gujarat,626701.9498923868
201205,Haryana,285440.4900379777
201205,Himachal Pradesh,107054.02997204289
201205,Jammu and Kashmir,179457.6299298834
201205,Jharkhand,198602.41998038255
201205,Karnataka,625097.4697647803
201205,Kerala,54643.32998441905
201205,Madhya Pradesh,631305.7998333406
201205,Maharashtra,905720.4696727917
201205,Manipur,19963.270001174882
201205,Meghalaya,35219.41999311745
201205,Mizoram,16002.180002612993
201205,Nagaland,17095.960004810244
201205,Orissa,293231.17991803214
201205,Punjab,323400.0701113939
201205,Rajasthan,785145.3897975218
201205,Sikkim,9136.48999973014
201205,Tamil Nadu,458831.1097559519
201205,Tripura,23310.439990390092
201205,Uttar Pradesh,851245.9797154255
201205,Uttaranchal,200533.149935117
201205,West Bengal,358109.6498677414
201206,Andhra Pradesh,123645.3899980858
201206,Arunachal Pradesh,37670.69998744503
201206,Assam,69794.70999549516
201206,Bihar,72129.54996716417
201206,Chhattisgarh,15510.599986145273
201206,Delhi,166927.15001517534
201206,Goa,5449.8999928198755
201206,Gujarat,388352.51021044515
201206,Haryana,218909.03995708562
201206,Himachal Pradesh,71846.9799856823
201206,Jammu and Kashmir,107216.23996205814
201206,Jharkhand,49725.62994422577
201206,Karnataka,440401.9701568559
201206,Kerala,45195.87998206355
201206,Madhya Pradesh,229278.1499283705
201206,Maharashtra,404662.42994372733
201206,Manipur,11153.10998996161
201206,Meghalaya,13042.939987838268
201206,Mizoram,9003.949997384101
201206,Nagaland,12072.46999564208
201206,Orissa,39405.06997650489
201206,Punjab,211735.26990216598
201206,Rajasthan,623120.6296367589
201206,Sikkim,5321.399998281151
201206,Tamil Nadu,314568.37993469276
201206,Tripura,3239.3299973905087
201206,Uttar Pradesh,632314.5396479927
201206,Uttaranchal,99790.08992293477
201206,West Bengal,74118.45998958871
201207,Andhra Pradesh,79740.14998353273
201207,Arunachal Pradesh,18685.659983513877
201207,Assam,20438.000005735084
201207,Bihar,13570.080005260184
201207,Chhattisgarh,78280.56001641601
201207,Delhi,120481.51002675295
201207,Goa,3964.3600025419146
201207,Gujarat,369576.7500072699
201207,Haryana,211062.87989198044
201207,Himachal Pradesh,76820.09003268927
201207,Jammu and Kashmir,155477.79002371058
201207,Jharkhand,55970.41997001879
201207,Karnataka,338633.97985577025
201207,Kerala,42283.97997966595
201207,Madhya Pradesh,141913.55995531194
201207,Maharashtra,180499.18999077193
201207,Manipur,16808.639999451116
201207,Meghalaya,10452.160003460944
201207,Mizoram,12594.690000513569
201207,Nagaland,6112.089994743466
201207,Orissa,129257.73001916148
201207,Punjab,216356.03993641585
201207,Rajasthan,568891.0199704245
201207,Sikkim,3556.1200023721904
201207,Tamil Nadu,161920.55986164138
201207,Tripura,8156.879999032244
201207,Uttar Pradesh,200772.73997880705
201207,Uttaranchal,120667.88997793198
201207,West Bengal,77027.51997938193
201208,Andhra Pradesh,215053.80986499414
201208,Arunachal Pradesh,55258.430023415014
201208,Assam,81134.03996501304
201208,Bihar,39393.690002352
201208,Chhattisgarh,104750.69002392702
201208,Delhi,74322.95003050566
201208,Goa,15469.189991774037
201208,Gujarat,303376.09992457926
201208,Haryana,153430.97989462875
201208,Himachal Pradesh,77208.62005542591
201208,Jammu and Kashmir,149301.81997501664
201208,Jharkhand,121640.03000104241
201208,Karnataka,565977.8798977844
201208,Kerala,79094.70000707172
201208,Madhya Pradesh,369110.2300726138
201208,Maharashtra,586843.8798697889
201208,Manipur,25242.71001520939
201208,Meghalaya,28206.270003655925
201208,Mizoram,19887.190015461296
201208,Nagaland,18250.53000940755
201208,Orissa,133330.11995961517
201208,Punjab,139521.1798780188
201208,Rajasthan,452544.9399115145
201208,Sikkim,8945.890000021085
201208,Tamil Nadu,310058.3099073414
201208,Tripura,11554.940000226721
201208,Uttar Pradesh,257611.92988741957
201208,Uttaranchal,90978.33999439701
201208,West Bengal,145175.8099155631
201209,Andhra Pradesh,347025.059863016
201209,Arunachal Pradesh,89019.79003319703
201209,Assam,113785.4999400843
201209,Bihar,177147.67996831983
201209,Chhattisgarh,249320.0199272856
201209,Delhi,195422.67987066507
201209,Goa,20441.54000394605
201209,Gujarat,496336.4999332521
201209,Haryana,356425.149751164
201209,Himachal Pradesh,131896.9800951518
