F152,y/brazil,7375028
F152,y/canada,15046212
F152,y/china,17238315
F152,y/france,9521322
F152,y/germany,8366283
F152,y/india,15019196
F152,y/italy,7762687
F152,y/japan,7936560
F152,y/korea,61583
F152,y/mexico,5955616
F152,y/russia,32512746
F152,y/saudiarab,3543119
F152,y/uk,6896599
F152,y/usa,68992379
F152,y/indonesia,2294564
F152,y/iran,5525403
F152,y/spain,5532910
F152,y/turkey,2655121
F152,y/brazil,7911968
F152,y/canada,14525303
F152,y/china,19730331
F152,y/france,9598619
F152,y/germany,8538391
F152,y/india,15069918
F152,y/italy,7919570
F152,y/japan,7847034
F152,y/korea,53368
F152,y/mexico,6161213
F152,y/russia,32463669
F152,y/saudiarab,3801761
F152,y/uk,6710566
F152,y/usa,70584310
F152,y/indonesia,2400792
F152,y/iran,6058042
F152,y/spain,6010309
F152,y/turkey,3048636
F152,y/brazil,6032486
F152,y/canada,10645204
F152,y/china,15120020
F152,y/france,7208228
F152,y/germany,6282126
F152,y/india,9885964
F152,y/italy,6303255
F152,y/japan,5996683
F152,y/korea,41204
F152,y/mexico,4546341
F152,y/russia,22177507
F152,y/saudiarab,3010210
F152,y/uk,5490902
F152,y/usa,55697009
F152,y/indonesia,1689443
F152,y/iran,4685391
F152,y/spain,4498113
F152,y/turkey,2019018
F152,y/brazil,6180149
F152,y/canada,10649123
F152,y/china,16719564
F152,y/france,7186483
F152,y/germany,6095390
F152,y/india,10116048
F152,y/italy,6338859
F152,y/japan,6170102
F152,y/korea,44363
F152,y/mexico,4419193
F152,y/russia,24229115
F152,y/saudiarab,3119293
F152,y/uk,5524064
F152,y/usa,54566137
F152,y/indonesia,1687671
F152,y/iran,4960727
F152,y/spain,4710265
F152,y/turkey,2366239
F152,y/brazil,6658922
F152,y/canada,10520020
F152,y/china,17940748
F152,y/france,7741674
F152,y/germany,7284505
F152,y/india,10391288
F152,y/italy,6895321
F152,y/japan,6626839
F152,y/korea,42363
F152,y/mexico,4801987
F152,y/russia,25101077
F152,y/saudiarab,3284478
F152,y/uk,5637496
F152,y/usa,55985093
F152,y/indonesia,1655848
F152,y/iran,5493265
F152,y/spain,4950131
F152,y/turkey,2272360
F152,y/brazil,6844418
F152,y/canada,10175789
F152,y/china,19171982
F152,y/france,7756495
F152,y/germany,6874956
F152,y/india,10627528
F152,y/italy,6585588
F152,y/japan,6547439
F152,y/korea,39134
F152,y/mexico,4786886
F152,y/russia,24786131
F152,y/saudiarab,3385142
F152,y/uk,5453708
F152,y/usa,54511794
F152,y/indonesia,1688213
F152,y/iran,5589311
F152,y/spain,4907042
F152,y/turkey,2380527
F152,y/brazil,6944987
F152,y/canada,12196495
F152,y/china,19439563
F152,y/france,7925406
F152,y/germany,6412414
F152,y/india,10704159
F152,y/italy,6674354
F152,y/japan,6377001
F152,y/korea,38241
F152,y/mexico,4520270
F152,y/russia,25677841
F152,y/saudiarab,3499659
F152,y/uk,5765243
F152,y/usa,56509797
F152,y/indonesia,1593720
F152,y/iran,5460580
F152,y/spain,4986197
F152,y/turkey,2569367
F162,y/brazil,7702326
F162,y/canada,12422543
F162,y/china,21581949
F162,y/france,8223595
F162,y/germany,7058341
F162,y/india,13749425
F162,y/italy,7084811
F162,y/japan,7283736
F162,y/korea,45467
F162,y/mexico,5575568
F162,y/russia,26357159
F162,y/saudiarab,3453197
F162,y/uk,6214079
F162,y/usa,62187107
F162,y/indonesia,2098089
F162,y/iran,5983710
F162,y/spain,5277325
F162,y/turkey,2769010
F162,y/brazil,6838725
F162,y/canada,10047860
F162,y/china,18837620
F162,y/france,7840757
F162,y/germany,6773829
F162,y/india,11325663
F162,y/italy,6662937
F162,y/japan,6808097
F162,y/korea,44022
F162,y/mexico,4866310
F162,y/russia,24218808
F162,y/saudiarab,3237227
F162,y/uk,5494542
F162,y/usa,55365913
F162,y/indonesia,1686902
F162,y/iran,5638949
F162,y/spain,4932492
F162,y/turkey,2257974
F162,y/brazil,8120768
F162,y/canada,9838027
F162,y/china,21604122
F162,y/france,8514554
F162,y/germany,6913600
F162,y/india,12439055
F162,y/italy,7267759
F162,y/japan,6852493
F162,y/korea,44253
F162,y/mexico,5227401
F162,y/russia,23336195
F162,y/saudiarab,3783617
F162,y/uk,5932701
F162,y/usa,58659415
F162,y/indonesia,2205864
F162,y/iran,6534258
F162,y/spain,5438405
F162,y/turkey,2573148
F162,y/brazil,8874435
F162,y/canada,13798071
F162,y/china,25438174
F162,y/france,9505011
F162,y/germany,7678037
F162,y/india,15957453
F162,y/italy,8111823
F162,y/japan,7610280
F162,y/korea,55649
F162,y/mexico,6072049
F162,y/russia,30271724
F162,y/saudiarab,4284637
F162,y/uk,6550080
F162,y/usa,68288826
F162,y/indonesia,2131954
F162,y/iran,7572379
F162,y/spain,6254587
F162,y/turkey,3499212
F162,y/brazil,8761552
F162,y/canada,13766228
F162,y/china,25220002
F162,y/france,9366300
F162,y/germany,7776948
F162,y/india,15158007
F162,y/italy,7935950
F162,y/japan,7331920
F162,y/korea,43170
F162,y/mexico,5961853
F162,y/russia,28146923
F162,y/saudiarab,4345278
F162,y/uk,6114055
F162,y/usa,67156632
F162,y/indonesia,2067898
F162,y/iran,7139600
F162,y/spain,5924279
