year,country,pixels,luminosity,lum/pix,population,lum_growth,percapitagdpgrowth
2018,Georgia,961395.0,236764.40852575487,1.0257307709230854,3726549.0,-1.0027144070253702,4.910880368
1992,Hungary,269790.0,565347.0,2.095507617035472,10369341.0,-0.6199708931386166,-3.026235553
1993,Hungary,269790.0,678796.0,2.516016160717596,10357523.0,-0.5437099027303947,-0.462665221
1994,Hungary,269790.0,1405185.0,5.2084398976982085,10343355.0,-0.05542755064586359,3.088168308
1995,Hungary,269790.0,1037582.0,3.8458875421624232,10328965.0,-0.3025321426390379,1.6309175969999998
1996,Hungary,269790.0,933271.0,3.45924978687127,10311238.0,-0.3726505233252673,0.254477053
1997,Hungary,269790.0,1805488.0,6.692197635197745,10290486.0,0.2136581463931803,3.35112462
1998,Hungary,269790.0,2132558.0,7.904510915897549,10266570.0,0.4335162512051854,4.142037808
1999,Hungary,269790.0,1801736.0,6.678290522258052,10237530.0,0.2111360330558071,3.363400973
2000,Hungary,269790.0,2001371.0,7.41825493902665,10210971.0,0.3453316876684119,4.750944768
2001,Hungary,269790.0,2275232.0,8.433344453093147,10187576.0,0.5294224341199988,4.313091624
2002,Hungary,269790.0,1934798.0,7.171496349012195,10158608.0,0.30058098105621994,5.039956141
2003,Hungary,269790.0,2133332.0,7.907379813929353,10129552.0,0.4340365379117757,4.383086901
2004,Hungary,269790.0,1572113.0,5.827172986396827,10107146.0,0.05678229348554066,5.055227688
2005,Hungary,269790.0,1902498.0,7.0517736016902015,10087065.0,0.2788687580292601,4.451150578
2006,Hungary,269790.0,1654551.0,6.1327365728900265,10071370.0,0.11219753317273937,4.193132949
2007,Hungary,269790.0,1623258.0,6.0167463582786604,10055780.0,0.09116222062838472,0.397588452
2008,Hungary,269790.0,983464.0,3.6452944883057192,10038188.0,-0.33891053538742844,1.235397085
2009,Hungary,269790.0,848376.0,3.144579117091071,10022650.0,-0.429717370813619,-6.554912111
2010,Hungary,269790.0,1351945.0,5.011101226880166,10000023.0,-0.09121574736274728,0.892064394
2011,Hungary,269790.0,980521.0,3.6343860039289817,9971727.0,-0.3408888348415567,2.108004102
2012,Hungary,1076907.0,1080967.3817563765,3.837726612234512,9920362.0,-0.2733682700444793,-0.961635939
2013,Hungary,1076907.0,990533.6182436236,3.840471245358432,9893082.0,-0.3341583023217621,2.244145188
2014,Hungary,1076907.0,961775.0305650216,3.8232682826930047,9866468.0,-0.3534899701117989,4.476140223
2015,Hungary,1076907.0,1034752.6978371851,3.838885400541208,9843028.0,-0.3044340138331461,4.0928535460000015
2016,Hungary,1076907.0,1028808.2731581952,3.8376133020455767,9814023.0,-0.30842988610550504,2.502047265
2017,Hungary,1076907.0,1016187.1900841108,3.8349124080720163,9787966.0,-0.3169138418499728,4.600531608
2018,Hungary,1076907.0,976187.2911195016,3.8263524861205953,9775564.0,-0.3438019758244452,5.227332551
1992,India,11590432.0,7923011.0,0.6835820269684513,909307016.0,4.325887983809794,3.390419232
1993,India,11590432.0,9159391.0,0.7902544961223188,927403860.0,5.156988860158792,2.706727733
1994,India,11590432.0,19506846.0,1.6830128505995292,945601831.0,12.112600337602474,4.606288441
1995,India,11590432.0,11809796.0,1.018926300590004,963922588.0,6.938604478479832,5.529881465
1996,India,11590432.0,12201137.0,1.0526904432897757,982365243.0,7.2016658738852035,5.530417086
1997,India,11590432.0,21376606.0,1.844332118078084,1000900030.0,13.36946244679407,2.123013766
1998,India,11590432.0,24323277.0,2.098565178588684,1019483581.0,15.35022956565088,4.248844181
1999,India,11590432.0,24745904.0,2.1350286167072983,1038058156.0,15.634321568165277,6.8981155
2000,India,11590432.0,26441225.0,2.2812976254897137,1056575549.0,16.773924901115382,2.021088695
2001,India,11590432.0,26814822.0,2.313530850273743,1075000085.0,17.025058690161927,3.027377624
2002,India,11590432.0,27108122.0,2.3388362055875054,1093317189.0,17.222216430527475,2.064875058
2003,India,11590432.0,21094863.0,1.8200238783161835,1111523144.0,13.18007338015987,6.093705485
2004,India,11590432.0,23865473.0,2.05906673711558,1129623456.0,15.042491406188516,6.193653447999999
2005,India,11590432.0,21716951.0,1.8736964247751944,1147609927.0,13.598244073608644,6.231948516
2006,India,11590432.0,23066583.0,1.9901400569021068,1165486291.0,14.50547351597155,6.403284515
2007,India,11590432.0,26661612.0,2.3003121885361995,1183209472.0,16.92207015486903,6.04817406
2008,India,11590432.0,15158007.0,1.3078034537452958,1200669765.0,9.189288812019159,1.587598136
2009,India,11590432.0,14461509.0,1.2477109567615772,1217726215.0,8.721099341002706,6.351088711
2010,India,11590432.0,21892570.0,1.8888484915834023,1234281170.0,13.716296051805909,7.042346887000001
2011,India,11590432.0,18633968.0,1.607702629203122,1250288729.0,11.525847340347786,3.893930345
2012,India,46361728.0,20567116.8514535,1.7809189607471472,1265782790.0,12.825319755427339,4.165499831
2013,India,46361728.0,20335785.148546506,1.7481041162184048,1280846129.0,12.669817417138699,5.134956907
2014,India,46361728.0,20331560.407219168,1.7388551207547838,1295604184.0,12.666977524695033,6.186731983
2015,India,46361728.0,20371219.14045054,1.7473420337205672,1310152403.0,12.693636325341668,6.797039412
2016,India,46361728.0,20523261.44297235,1.7798788719773968,1324509589.0,12.795839928496035,7.082848187000001
2017,India,46361728.0,20641947.282237493,1.8052774741525517,1338658835.0,12.87562114869005,5.912397886
2018,India,46361728.0,20655628.016909353,1.8082051320732089,1352617328.0,12.884817407586894,5.024473331
1992,Indonesia,10441980.0,914064.0,0.08753742106382123,187739786.0,-0.3855615656682648,4.711834457
1993,Indonesia,10441980.0,1369995.0,0.1312006918228152,190851175.0,-0.07908244625944619,4.760229379
1994,Indonesia,10441980.0,2781003.0,0.2663290870122333,193917462.0,0.8694042530849685,5.83951353
1995,Indonesia,10441980.0,1768047.0,0.1693210483069303,196934260.0,0.18849011721818326,6.562205949
1996,Indonesia,10441980.0,1825001.0,0.17477537784979474,199901228.0,0.2267748834806437,6.21793122
1997,Indonesia,10441980.0,3714569.0,0.3557341615287522,202826446.0,1.496952030248647,3.189868812
1998,Indonesia,10441980.0,3506335.0,0.33579215819222025,205724592.0,1.3569760844345309,-14.35055309
1999,Indonesia,10441980.0,3594975.0,0.34428096970114863,208615169.0,1.4165603398249245,-0.605438282
2000,Indonesia,10441980.0,3898591.0,0.3733574475338968,211513823.0,1.6206525474581581,3.482209125
2001,Indonesia,10441980.0,4111172.0,0.3937157512272577,214427417.0,1.7635505686127757,2.235181135
2002,Indonesia,10441980.0,4230722.0,0.4051647292946357,217357793.0,1.8439126820144185,3.090633543
2003,Indonesia,10441980.0,3406663.0,0.3262468420740128,220309469.0,1.2899760629626067,3.3765361310000004
2004,Indonesia,10441980.0,3785760.0,0.36255192980641604,223285676.0,1.5448069797691515,3.630902268
2005,Indonesia,10441980.0,3342750.0,0.3201260680445663,226289470.0,1.2470134217761644,4.289595233
2006,Indonesia,10441980.0,3894077.0,0.3729251540416664,229318262.0,1.6176182138747621,4.107515275
2007,Indonesia,10441980.0,3725674.0,0.3567976571493146,232374245.0,1.5044168672986282,4.946465429
2008,Indonesia,10441980.0,2067898.0,0.1980369623385603,235469762.0,0.3900514728484292,4.620033267
2009,Indonesia,10441980.0,2057209.0,0.1970133059055849,238620563.0,0.3828662730981142,3.247327414
2010,Indonesia,10441980.0,3004668.0,0.2877488752133216,241834215.0,1.0197529949835746,4.812281788
2011,Indonesia,10441980.0,2798443.0,0.2679992683379972,245116206.0,0.8811275091094323,4.7482206080000005
2012,Indonesia,27304773.0,3089489.9383811774,0.28597436122342035,248452413.0,1.0767707300829916,4.606284255
2013,Indonesia,27304773.0,2999421.0616188226,0.29714407033840984,251806402.0,1.01622597652101,4.151271234
2014,Indonesia,27304773.0,3026177.72281148,0.28764779724664274,255129004.0,1.0342119392229228,3.63914313
2015,Indonesia,27304773.0,3071872.588131585,0.297426433964372,258383256.0,1.0649282583256168,3.5554395660000004
2016,Indonesia,27304773.0,3038394.0466787308,0.29026207332092635,261554226.0,1.042423813785626,3.759693805
2017,Indonesia,27304773.0,3103834.03485365,0.3042661384755617,264645886.0,1.0864129041303772,3.842334157
2018,Indonesia,27304773.0,3098142.721247413,0.3030482053924419,267663435.0,1.082587174398644,3.984057147
1992,Lao PDR,922745.0,8498.0,0.009209478241551024,4500351.0,-0.9596905521351492,2.718994428
1993,Lao PDR,922745.0,10789.0,0.01169228768511344,4619944.0,-0.9525503901230018,3.170878221
1994,Lao PDR,922745.0,26519.0,0.028739250822274843,4735845.0,-0.9182773435826744,5.512027675
1995,Lao PDR,922745.0,18383.0,0.01992208031471317,4846483.0,-0.9380717656097606,4.587889951
1996,Lao PDR,922745.0,20481.0,0.022195731215016067,4951195.0,-0.9379675738274332,4.666914382
1997,Lao PDR,922745.0,43387.0,0.04701949075855194,5050315.0,-0.8815346156986611,4.774566329
1998,Lao PDR,922745.0,40003.0,0.043352172051866984,5144602.0,-0.8684306505070959,2.062155762
1999,Lao PDR,922745.0,41600.0,0.045082877718112806,5235346.0,-0.8721224006267264,5.4464398260000015
2000,Lao PDR,922745.0,51493.0,0.0558041495754515,5323700.0,-0.8721580274942319,4.042908476
2001,Lao PDR,922745.0,52179.0,0.05654758356859154,5409582.0,-0.8766429795696461,4.072513692
2002,Lao PDR,922745.0,55450.0,0.06009244157378257,5493246.0,-0.870141412352409,4.305565286
2003,Lao PDR,922745.0,52291.0,0.05666896054706338,5576640.0,-0.9059988461891619,4.48085875
2004,Lao PDR,922745.0,48935.0,0.0530319860849964,5662208.0,-0.8731670072701906,4.750404599
2005,Lao PDR,922745.0,48992.0,0.053093758297254386,5751676.0,-0.8949867831047144,5.441497482999999
2006,Lao PDR,922745.0,64148.0,0.0695186644197476,5846074.0,-0.8800618144400831,6.865364104
2007,Lao PDR,922745.0,71097.0,0.07704945570011218,5944948.0,-0.8884603443007282,5.807321331
2008,Lao PDR,922745.0,43348.0,0.0469772255606912,6046620.0,-0.9308072456638672,6.011861177
2009,Lao PDR,922745.0,33483.0,0.03628629794797046,6148623.0,-0.9331162700012544,5.718366896
2010,Lao PDR,922745.0,109914.0,0.1191163322478041,6249165.0,-0.8958391391046582,6.7808303
2011,Lao PDR,922745.0,82427.0,0.08932803754016548,6347567.0,-0.8915666038241827,6.363803167
2012,Lao PDR,3686856.0,97185.86410528603,0.10785535134842916,6444530.0,-0.8749344857915564,6.4007611970000005
2013,Lao PDR,3686856.0,98375.13589471397,0.10407860657060587,6541304.0,-0.8857450566627058,6.42812696
2014,Lao PDR,3686856.0,96638.46735647434,0.10572258558484417,6639756.0,-0.944690401872226,6.016330555
2015,Lao PDR,3686856.0,89621.67235896314,0.10422100135382,6741164.0,-0.8017974519034805,5.656391582
2016,Lao PDR,3686856.0,82072.36957390764,0.10260546120745878,6845846.0,-0.9127564365343102,5.38631616
2017,Lao PDR,3686856.0,290166.0824939051,0.14713722221896966,6953035.0,-0.37583628401950747,5.244660052
2018,Lao PDR,3686856.0,156531.0692164312,0.11853951789365715,7061507.0,-0.6918197659795725,4.61588222
1992,Latvia,241965.0,160825.0,0.6646622445394995,2614338.0,-0.9942876015082628,0.0
1993,Latvia,241965.0,161093.0,0.6657698427458517,2563290.0,-0.9927475797449576,0.0
1994,Latvia,241965.0,339038.0,1.4011861219597876,2520742.0,-0.9821737943513328,0.0
1995,Latvia,241965.0,193910.0,0.8013968962453247,2485056.0,-0.9876428546159566,0.0
1996,Latvia,241965.0,216336.0,0.8940797222738825,2457222.0,-0.9862325684267752,3.707638735
1997,Latvia,241965.0,423204.0,1.7490298183621598,2432851.0,-0.97083503961391,10.03054362
1998,Latvia,241965.0,437825.0,1.8094559130452752,2410019.0,-0.9731097814938862,7.372844499
1999,Latvia,241965.0,350873.0,1.4500981546917944,2390482.0,-0.9720362700333892,3.668187498
2000,Latvia,241965.0,414641.0,1.7136404025375571,2367550.0,-0.9653861455007045,6.617989304
2001,Latvia,241965.0,436922.0,1.8057239683425288,2337170.0,-0.9649250128382744,7.701063702000001
2002,Latvia,241965.0,429465.0,1.774905461533693,2310173.0,-0.9627262301286401,8.367739023
2003,Latvia,241965.0,332424.0,1.373851590106007,2287955.0,-0.9648497258729796,9.489393882
2004,Latvia,241965.0,345229.0,1.426772467092348,2263122.0,-0.9671056460116322,9.530177515
2005,Latvia,241965.0,410228.0,1.6954022275949,2238799.0,-0.9670673303239375,11.94653212
2006,Latvia,241965.0,389348.0,1.609108755398508,2218357.0,-0.9568793906274482,12.91913744
2007,Latvia,241965.0,368495.0,1.522926869588577,2200325.0,-0.9522082377539391,10.91240721
2008,Latvia,241965.0,239632.0,0.9903581096439568,2177322.0,-0.9708612556107536,-2.325239512
2009,Latvia,241965.0,201630.0,0.833302337114872,2141669.0,-0.9774925584021148,-12.81044368
2010,Latvia,241965.0,635713.0,2.6272932035624987,2097555.0,-0.9261152544338926,-2.46440753
2011,Latvia,241965.0,346650.0,1.4326452172834914,2059709.0,-0.9445921545683214,8.238048179
2012,Latvia,967860.0,382537.2505568869,1.4669828193546908,2034319.0,-0.9346711716247126,5.433913825
2013,Latvia,967860.0,325471.74944311305,1.4590973988586873,2012647.0,-0.9338717371252782,3.429862914
2014,Latvia,967860.0,288156.5129099337,1.4489487327597677,1993782.0,-0.9350391344821252,2.879503461
2015,Latvia,967860.0,278071.13796243805,1.4467904767482274,1977527.0,-0.9397558594951414,4.109311692
2016,Latvia,967860.0,279030.9548280112,1.4469958762034667,1959537.0,-0.9448305389306576,2.7081684760000004
2017,Latvia,967860.0,271509.5567387956,1.4453863076226507,1942248.0,-0.8049488947997864,4.711180776
2018,Latvia,967860.0,271222.0447852263,1.445324780470174,1927174.0,-0.8947790252174723,5.100521854
1992,Lithuania,197505.0,198330.0,1.0041771094402674,3700114.0,-0.9857062318747593,0.0
1993,Lithuania,197505.0,189334.0,0.9586288954710008,3682613.0,-0.9842878792250104,0.0
1994,Lithuania,197505.0,477364.0,2.41697172223488,3657144.0,-0.9678585156645794,0.0
1995,Lithuania,197505.0,216791.0,1.0976481608060555,3629102.0,-0.9779375581434102,0.0
1996,Lithuania,197505.0,332336.0,1.682671324776588,3601613.0,-0.9773917276450236,5.952506849
1997,Lithuania,197505.0,502007.0,2.5417432470064045,3575137.0,-0.9578265275390576,9.095204159
1998,Lithuania,197505.0,769363.0,3.895410242778664,3549331.0,-0.94751490211387,8.248533457
1999,Lithuania,197505.0,564235.0,2.8568137515505936,3524238.0,-0.9472271983536366,-0.430709466
2000,Lithuania,197505.0,606393.0,3.0702665755297334,3499536.0,-0.9353587460389616,4.5645787030000005
2001,Lithuania,197505.0,545894.0,2.763950279739753,3470818.0,-0.9423812721678362,7.405827694
2002,Lithuania,197505.0,704996.0,3.569509632667528,3443067.0,-0.9391291441491232,7.621237439
2003,Lithuania,197505.0,509843.0,2.581418191944508,3415213.0,-0.9399263793351904,11.44010204
2004,Lithuania,197505.0,543603.0,2.7523505734032048,3377075.0,-0.947260136400953,7.753374983
2005,Lithuania,197505.0,619979.0,3.13905470747576,3322528.0,-0.9338906502157144,9.496003055
2006,Lithuania,197505.0,536027.0,2.713992050834156,3269909.0,-0.9338940112409508,9.134816375
2007,Lithuania,197505.0,590051.0,2.987524366471735,3231294.0,-0.931951338654328,12.41447902
2008,Lithuania,197505.0,322476.0,1.632748538011696,3198231.0,-0.9594862018007779,3.689037017
2009,Lithuania,197505.0,265396.0,1.3437431963747752,3162916.0,-0.9656167118319195,-13.8630352
2010,Lithuania,197505.0,990040.0,5.012733854839119,3097282.0,-0.9450075772875368,3.632725953
2011,Lithuania,197505.0,604308.0,3.0597098807625125,3028115.0,-0.9426434321362732,8.447433601
2012,Lithuania,788097.0,543257.8995340932,2.5238546896720595,2987773.0,-0.9437702706245988,5.235297862
2013,Lithuania,788097.0,453694.1004659069,2.5238757475320623,2957689.0,-0.9416490180422606,4.611764467
2014,Lithuania,788097.0,444265.6443369552,2.5122642789635634,2932367.0,-0.9432675991684908,4.401798234
2015,Lithuania,788097.0,458997.7579160773,2.5154169304872167,2904910.0,-0.94190151664771,2.997558037
2016,Lithuania,788097.0,453067.0918724761,2.5141477763201503,2868231.0,-0.9410862848764368,3.867427138
2017,Lithuania,788097.0,368123.1889845628,2.4959699009306915,2828403.0,-0.9323654914835812,5.715533225
2018,Lithuania,788097.0,372601.3336262602,2.4969282175667917,2801543.0,-0.9357806904749548,4.638458274
1992,Moldova,146780.0,342607.0,2.3341531543807057,2977130.0,-0.9522626863627685,0.0
1993,Moldova,146780.0,277468.0,1.8903665349502656,2973114.0,-0.940601945407701,0.0
1994,Moldova,146780.0,436738.0,2.9754598719171548,2964277.0,-0.8777843837399179,0.0
1995,Moldova,146780.0,244685.0,1.6670186673933778,2952307.0,-0.9192285137245676,0.0
1996,Moldova,146780.0,252895.0,1.7229527183539992,2946401.0,-0.903266332671992,-5.688392715
1997,Moldova,146780.0,331173.0,2.2562542580733065,2935524.0,-0.8162924104253595,2.023697472
1998,Moldova,146780.0,337067.0,2.296409592587546,2934339.0,-0.8254310380430535,-6.5044501320000006
1999,Moldova,146780.0,207271.0,1.4121201798610166,2929735.0,-0.8312772053391981,-3.216400332
2000,Moldova,146780.0,222560.0,1.51628287232593,2923783.0,-0.7838840606861709,2.315578644
2001,Moldova,146780.0,286239.0,1.9501226325112413,2917252.0,-0.8144351078797406,6.337531865
2002,Moldova,146780.0,283796.0,1.9334786755688784,2910504.0,-0.8293143666011572,8.04993381
2003,Moldova,146780.0,201727.0,1.374349366398692,2902320.0,-0.8674048656049553,6.900592116
2004,Moldova,146780.0,219026.0,1.4922060226188854,2895147.0,-0.8664953721759933,7.666093328
2005,Moldova,146780.0,228382.0,1.5559476767952036,2888111.0,-0.8663360595797892,7.761891042999999
2006,Moldova,146780.0,216351.0,1.4739814688649682,2880095.0,-0.8567920923185887,5.091683561
2007,Moldova,146780.0,209934.0,1.4302629786074397,2873429.0,-0.8492459184578874,3.238947505
2008,Moldova,146780.0,118383.0,0.8065335876822456,2867964.0,-0.9043707655646636,8.005416601
2009,Moldova,146780.0,116170.0,0.7914566017168552,2864346.0,-0.9468245475303192,-5.881267427
2010,Moldova,146780.0,223020.0,1.5194168142798747,2861487.0,-0.6373561322762719,7.207007000000001
2011,Moldova,146780.0,173714.0,1.183499114320752,2859833.0,-0.7167563202552648,5.879366918
2012,Moldova,585688.0,223210.2807288674,1.4220978370616757,2859458.0,-0.7394540907830464,-0.576697101
2013,Moldova,585688.0,194039.7192711326,1.4205919026848843,2858692.0,-0.7234177773722357,9.073084346
2014,Moldova,585688.0,285321.80832917197,1.4377578786611689,2856950.0,-0.8394726655919491,5.063648177
2015,Moldova,585688.0,266976.26183555485,1.4338319575912064,2834530.0,-0.8208033478785799,0.450049451
2016,Moldova,585688.0,269647.8373767605,1.4344036709882897,2802170.0,-0.8004162714559208,5.614620719
2017,Moldova,585688.0,270722.3875611319,1.4346336232119,2755158.0,-0.7160140268921797,6.477160519
2018,Moldova,585688.0,292744.2363321476,1.4393462677831443,2706049.0,-0.7078551574938824,6.194326608
1992,Montenegro,45372.0,21264.0,0.4686590848981751,608516.0,-0.9804805098372488,0.0
1993,Montenegro,45372.0,23374.0,0.5151635369831614,610170.0,-0.9806613329949656,0.0
1994,Montenegro,45372.0,47815.0,1.053843780305034,611389.0,-0.9566286581448148,0.0
1995,Montenegro,45372.0,32821.0,0.7233756501807282,611712.0,-0.9693091341565974,0.0
1996,Montenegro,45372.0,33633.0,0.7412721502248083,611003.0,-0.9668952458318352,0.0
1997,Montenegro,45372.0,62739.0,1.3827691087014018,609520.0,-0.9436342623759556,0.0
1998,Montenegro,45372.0,78079.0,1.7208630873666582,607662.0,-0.9357929904995008,5.220751161
1999,Montenegro,45372.0,78507.0,1.730296217931764,606001.0,-0.9264984113108392,-9.151674097999999
2000,Montenegro,45372.0,96163.0,2.1194348937670813,604950.0,-0.9140169079930498,3.279119285
2001,Montenegro,45372.0,85716.0,1.8891827558846863,607389.0,-0.9042672459873834,0.693871395
2002,Montenegro,45372.0,90554.0,1.9958123953098827,609828.0,-0.9114248853307602,1.496370321
2003,Montenegro,45372.0,89368.0,1.9696729260336767,612267.0,-0.9345225229601524,2.074413928
2004,Montenegro,45372.0,78458.0,1.7292162567222076,613353.0,-0.9160698222074256,4.241156669
2005,Montenegro,45372.0,98347.0,2.1675703076787447,614261.0,-0.9239588206422368,4.026601866
2006,Montenegro,45372.0,98342.0,2.1674601075553204,615025.0,-0.9220040483647628,8.431555487
2007,Montenegro,45372.0,101232.0,2.2311557788944723,615875.0,-0.9193024562797676,6.662736441
2008,Montenegro,45372.0,60270.0,1.3283522877545624,616969.0,-0.958912810895453,7.032624533
2009,Montenegro,45372.0,51150.0,1.1273472626289345,618294.0,-0.9678417105383976,-5.996974288
2010,Montenegro,45372.0,81809.0,1.8030723794410648,619428.0,-0.9441370717513168,2.546261312
2011,Montenegro,45372.0,85326.0,1.880587146257604,620079.0,-0.9569661050785466,3.1200749560000003
2012,Montenegro,180180.0,83649.6685102339,1.8778726125318823,620601.0,-0.9985811523824732,-2.805617761
2013,Montenegro,180180.0,86805.3314897661,1.8789597951204149,621207.0,-0.9248163770452896,3.4479664260000003
2014,Montenegro,180180.0,84397.46333585457,1.878238577150937,621810.0,-0.9716368781310564,1.685007966
2015,Montenegro,180180.0,86429.7041324986,1.87867347381458,622159.0,-1.024050540953099,3.3323630680000003
2016,Montenegro,180180.0,87642.47659616711,1.8789330054109723,622303.0,-1.0372661346326173,2.925463391
2017,Montenegro,180180.0,100615.88914077275,1.8817092973942011,622373.0,-0.7279218655250586,4.704686618999999
2018,Montenegro,180180.0,95535.29802468141,1.8806220580624395,622227.0,-0.7883292980344727,5.102542982
1992,Myanmar,2357003.0,71016.0,0.03012978770073691,42401684.0,0.42564473010160336,8.338114178
1993,Myanmar,2357003.0,88363.0,0.037489557713757685,42890002.0,0.4589861004464086,4.832113647
1994,Myanmar,2357003.0,181813.0,0.07713736469575982,43383428.0,1.9302271711096752,6.255546448
1995,Myanmar,2357003.0,120159.0,0.05097957024237983,43901598.0,0.8173903709369778,5.685744953
1996,Myanmar,2357003.0,143905.0,0.061054228611503676,44452206.0,0.8638605780600973,5.124260857
1997,Myanmar,2357003.0,273291.0,0.11594851597558425,45027233.0,2.2828128347110384,4.302343653
1998,Myanmar,2357003.0,259696.0,0.11018059798820792,45611220.0,2.638548451163928,4.5107464010000005
1999,Myanmar,2357003.0,250999.0,0.10649074269315736,46181077.0,2.6718830994582605,9.576109096
2000,Myanmar,2357003.0,321503.0,0.13640330538399822,46719701.0,2.8696115419089483,12.43457182
2001,Myanmar,2357003.0,276054.0,0.11712076734734744,47225120.0,2.964543699710261,10.15235644
2002,Myanmar,2357003.0,253919.0,0.10772960407772074,47702171.0,3.0098099875937128,10.90518951
2003,Myanmar,2357003.0,197254.0,0.08368848066803479,48148902.0,2.443416064605813,12.78773931
2004,Myanmar,2357003.0,198607.0,0.08426251472738898,48564484.0,2.8019688924118302,12.59285207
2005,Myanmar,2357003.0,198844.0,0.08436306614798539,48949924.0,2.5731919710325886,12.67468886
2006,Myanmar,2357003.0,213042.0,0.09038681749662596,49301050.0,2.9507789569572256,12.27076439
2007,Myanmar,2357003.0,224268.0,0.09514964554563572,49621475.0,3.223429357361965,11.26826335
2008,Myanmar,2357003.0,142262.0,0.06035715694888806,49929642.0,0.9468664739126696,9.574806889
2009,Myanmar,2357003.0,79106.0,0.03356211256413335,50250367.0,1.0233976907498958,9.844419191
2010,Myanmar,2357003.0,539484.0,0.2288855805444457,50600818.0,1.5838338604038034,8.875133566
2011,Myanmar,2357003.0,421365.0,0.17877151620087034,50990615.0,1.1027985509339362,4.784289857
2012,Myanmar,9414758.0,387598.8588205818,0.17273853467640346,51413698.0,1.2462887995488423,6.449430572000001
2013,Myanmar,9414758.0,411455.14117941813,0.16627418613897094,51852451.0,1.1518607659057056,7.508547127999999
2014,Myanmar,9414758.0,238807.09473838023,0.13511252740584773,52280807.0,1.2062210190727771,7.10610606
2015,Myanmar,9414758.0,266580.3430784077,0.14105596337148374,52680726.0,1.2007416727648577,6.180617815
2016,Myanmar,9414758.0,296909.000242358,0.1475462532205784,53045226.0,1.2078026491347629,5.023403471
2017,Myanmar,9414758.0,422469.2662742493,0.17441597302621015,53382581.0,1.2351024980579448,5.732543538
2018,Myanmar,9414758.0,434606.73746905866,0.1770133747398273,53708395.0,1.2717389899772529,6.102874337
1992,Nepal,469964.0,29038.0,0.061787711399171,19938320.0,-0.8391796478749548,1.324348789
1993,Nepal,469964.0,28769.0,0.06121532713143985,20489975.0,-0.7815239487651908,1.053883262
1994,Nepal,469964.0,64521.0,0.13728923917576666,21040904.0,-0.5403744212858196,5.382505909
1995,Nepal,469964.0,45657.0,0.09714999446766136,21576071.0,-0.7199876099175124,0.902048529
1996,Nepal,469964.0,49248.0,0.10479100526848864,22090352.0,-0.7108765427067565,2.876157775
1997,Nepal,469964.0,83852.0,0.17842217701781413,22584775.0,-0.33841848129282365,2.748901773
1998,Nepal,469964.0,95517.0,0.20324322714080229,23057883.0,-0.3302458123280627,0.902670803
1999,Nepal,469964.0,109344.0,0.2326646296312058,23509964.0,-0.3994587328156137,2.4047888040000003
2000,Nepal,469964.0,127912.0,0.27217403886255115,23941110.0,-0.3713014077953878,4.287486107
2001,Nepal,469964.0,142416.0,0.3030359772237873,24347106.0,-0.3393508296933931,3.05231948
2002,Nepal,469964.0,131768.0,0.28037892264088315,24725627.0,-0.2819478796814043,-1.4125814230000002
2003,Nepal,469964.0,97407.0,0.20726481177281664,25080872.0,-0.3708597690793286,2.472762204
2004,Nepal,469964.0,124858.0,0.2656756687746296,25419344.0,-0.33221873414181274,3.2886990560000005
2005,Nepal,469964.0,113122.0,0.2407035432501213,25744500.0,-0.4284005211260086,2.172227072
2006,Nepal,469964.0,116030.0,0.2468912512447762,26066693.0,-0.4454140308725211,2.086993751
2007,Nepal,469964.0,120049.0,0.2554429700998374,26382581.0,-0.3558884182664354,2.173376985
2008,Nepal,469964.0,61123.0,0.13005889812836727,26666576.0,-0.6562229113381196,4.974640788
2009,Nepal,469964.0,47840.0,0.10179503110876577,26883535.0,-0.6871651818692031,3.689462275
2010,Nepal,469964.0,83104.0,0.17683056574546135,27013212.0,-0.4358183038226805,4.313243158
2011,Nepal,469964.0,64019.0,0.13622107225234273,27041437.0,-0.5795014604725147,3.313879795
2012,Nepal,1877914.0,2110.736334516056,0.10017903252842718,26989862.0,-0.5479918112515659,4.98141892
2013,Nepal,1877914.0,111846.26366548393,0.14230124255647295,26917906.0,-0.5319060197302239,4.407231331
2014,Nepal,1877914.0,42194.15189450317,0.11807630790383873,26906926.0,-0.5793256585930725,6.032235943
2015,Nepal,1877914.0,-35778.578352871584,0.10139025362537032,27015031.0,-0.5299539427231457,2.909442183
2016,Nepal,1877914.0,-55438.64150340203,0.09718302784518916,27261131.0,-0.5517679881622369,-0.31938631300000003
2017,Nepal,1877914.0,404754.6735600715,0.19566374808386466,27627124.0,-0.4604239365545459,6.7897981960000005
2018,Nepal,1877914.0,314890.081268838,0.17643285210360704,28087871.0,-0.4894651835244633,4.950696778999999
1992,Philippines,1744448.0,239243.0,0.13714538925780534,65020116.0,0.6511352410047198,-2.077979559
1993,Philippines,1744448.0,325014.0,0.1863133782147705,66593904.0,0.4990797704910842,-0.296968049
1994,Philippines,1744448.0,683758.0,0.3919623858091499,68180859.0,2.084023652695751,1.957931735
1995,Philippines,1744448.0,416558.0,0.2387907234838757,69784088.0,1.7358113551319547,2.2737899
1996,Philippines,1744448.0,430112.0,0.24656051656455225,71401749.0,1.5501644539959278,3.4478546010000004
1997,Philippines,1744448.0,984196.0,0.5641876398723263,73030884.0,3.3360828568245697,2.838941888
1998,Philippines,1744448.0,996354.0,0.5711571798070221,74672014.0,5.874883684496328,-2.761827692
