year,country,pixels,luminosity,lum/pix,population,lum_growth,percapitagdpgrowth
1997,Bosnia and Herzegovina,143993.0,358171.0,2.4874195273381345,3736070.0,16.60754877427462,35.40952697
1998,Bosnia and Herzegovina,143993.0,489431.0,3.3989916176480803,3734337.0,18.41007736382141,15.6536435
1999,Bosnia and Herzegovina,143993.0,492308.0,3.4189717555714516,3743354.0,17.780396007837684,9.335994956
2000,Bosnia and Herzegovina,143993.0,572675.0,3.977103053620662,3751176.0,19.708245128757927,5.28001056
2001,Bosnia and Herzegovina,143993.0,583660.0,4.053391484308265,3755512.0,20.494669241049927,4.279462215
2002,Bosnia and Herzegovina,143993.0,571025.0,3.9656441632579362,3759387.0,22.770635206417236,5.191462326
2003,Bosnia and Herzegovina,143993.0,521615.0,3.6225024827595775,3762173.0,20.618474622246808,3.922984646
2004,Bosnia and Herzegovina,143993.0,455539.0,3.1636190648156512,3764194.0,24.746470356842195,6.043001607000001
2005,Bosnia and Herzegovina,143993.0,581268.0,4.036779565673331,3765331.0,23.722604600111577,8.726415305
2006,Bosnia and Herzegovina,143993.0,477215.0,3.31415416027168,3765424.0,26.409902916981746,5.414666552999999
2007,Bosnia and Herzegovina,143993.0,519962.0,3.6110227580507375,3762786.0,29.16704132164857,5.929797917999999
2008,Bosnia and Herzegovina,143993.0,335047.0,2.3268283874910587,3754271.0,15.953012636667928,5.665843092
2009,Bosnia and Herzegovina,143993.0,268644.0,1.8656740258206999,3735938.0,14.945459952024565,-2.526767726
2010,Bosnia and Herzegovina,143993.0,414175.0,2.876355100595168,3705472.0,23.565846383087212,1.5957480569999998
2011,Bosnia and Herzegovina,143993.0,385636.0,2.6781579660122365,3661175.0,20.99367729686876,2.129142525
2012,Bosnia and Herzegovina,574425.0,418327.0924015704,2.758984690902124,3604972.0,22.384788589159328,0.848519657
2013,Bosnia and Herzegovina,574425.0,375674.9075984296,2.755186136846448,3542605.0,23.4007053448357,4.15290947
2014,Bosnia and Herzegovina,574425.0,383224.0148940664,2.7541371584965155,3482104.0,22.88867746774665,2.905462898
2015,Bosnia and Herzegovina,574425.0,397753.18062985287,2.7572463794679893,3429361.0,22.824575414794545,4.673706877
2016,Bosnia and Herzegovina,574425.0,394183.44603711757,2.7564824613008927,3386267.0,22.832569276308075,4.458295013
2017,Bosnia and Herzegovina,574425.0,458528.3693204196,2.7702521841135064,3351527.0,23.35995380619872,3.176962825
2018,Bosnia and Herzegovina,574425.0,464999.71965129155,2.7716370439553173,3323929.0,22.97767851093749,4.577388603999999
1992,Cambodia,310803.0,6002.0,0.019311267909254408,9623889.0,-0.9550341877726805,0.0
1993,Cambodia,310803.0,9076.0,0.029201777331621638,9970733.0,-0.9498924913660792,0.0
1994,Cambodia,310803.0,17775.0,0.057190567658613335,10317899.0,-0.9053602513942514,-37.00213031
1995,Cambodia,310803.0,11859.0,0.03815600235518962,10656138.0,-0.9441679931834912,6.414996866
1996,Cambodia,310803.0,9890.0,0.03182079967053085,10982917.0,-0.9427066194107168,2.746695949
1997,Cambodia,310803.0,30360.0,0.09768245480255984,11298600.0,-0.9069385888452516,1.100675013
1998,Cambodia,310803.0,25798.0,0.08300434680488927,11600508.0,-0.8992848621769862,1.957249505
1999,Cambodia,310803.0,35691.0,0.11483479889190258,11886458.0,-0.9032165894984936,9.994051676
2000,Cambodia,310803.0,40336.0,0.12977995707892134,12155239.0,-0.8956811709185487,8.263891505
2001,Cambodia,310803.0,45289.0,0.14571609669147334,12405408.0,-0.8887803139032308,5.279825341
2002,Cambodia,310803.0,40438.0,0.13010813923932524,12637727.0,-0.8864632231052763,4.619701687
2003,Cambodia,310803.0,39899.0,0.1283739217446421,12856163.0,-0.9091360271447912,6.6622977589999985
2004,Cambodia,310803.0,43503.0,0.13996969141224505,13066469.0,-0.8919598437768382,8.564587989
2005,Cambodia,310803.0,41162.0,0.13243758908376047,13273354.0,-0.8971223785399048,11.48491556
2006,Cambodia,310803.0,46968.0,0.15111823244949374,13477709.0,-0.8910019515844724,9.091523383
2007,Cambodia,310803.0,51695.0,0.16632722335369993,13679962.0,-0.8899728056570954,8.583123209
2008,Cambodia,310803.0,31362.0,0.1009063619077036,13883834.0,-0.9345467223418542,5.124904661
2009,Cambodia,310803.0,20721.0,0.06666924064439532,14093604.0,-0.9375790393101086,-1.402999106
2010,Cambodia,310803.0,136063.0,0.4377789146179413,14312212.0,-0.9028462045174456,4.344574274
2011,Cambodia,310803.0,87789.0,0.28245866352641386,14541423.0,-0.91410563905929,5.3818724489999985
2012,Cambodia,1239984.0,77160.11446476492,0.2794883234002159,14780454.0,-0.8961063436256151,5.577863206
2013,Cambodia,1239984.0,95309.88553523508,0.27542910017677663,15026332.0,-0.9117418269958846,5.599972823
2014,Cambodia,1239984.0,105953.69427214848,0.28167848454599403,15274503.0,-0.9459370919381616,5.401782611000002
2015,Cambodia,1239984.0,86959.85339317247,0.27761382939209994,15521436.0,-0.7606326354858081,5.333233003
2016,Cambodia,1239984.0,63204.45537952715,0.27253020772841385,15766293.0,-0.9571366591256992,5.368731942
2017,Cambodia,1239984.0,105184.04443421484,0.2815137805664049,16009414.0,-0.09280644143209713,5.206762396
2018,Cambodia,1239984.0,99961.84242399226,0.2803962367030664,16249798.0,-0.4533883080757998,5.879372905
1992,China,31160216.0,9467602.0,0.30383621217516593,1164970000.0,-0.9624445762138322,12.82494547
1993,China,31160216.0,10337858.0,0.3317646450204325,1178440000.0,-0.9478415937668452,12.566028
1994,China,31160216.0,22817106.0,0.7322512141764358,1191835000.0,-0.9163050939739716,11.78156869
1995,China,31160216.0,13661477.0,0.43842690307409937,1204855000.0,-0.9271087734937641,9.750279001000001
1996,China,31160216.0,13099616.0,0.4203955453967328,1217550000.0,-0.9177073137025856,8.782184883
1997,China,31160216.0,26193717.0,0.84061410228992,1230075000.0,-0.8184354001160699,8.118548119
1998,China,31160216.0,28875233.0,0.9266698600548854,1241935000.0,-0.7664127793024647,6.807806319
1999,China,31160216.0,27938493.0,0.8966078091371382,1252735000.0,-0.7692824226492786,6.739270027000001
2000,China,31160216.0,30806441.0,0.9886465806270406,1262645000.0,-0.7542431791266107,7.640001655
2001,China,31160216.0,31976358.0,1.0261917953328694,1271850000.0,-0.7431565012819157,7.555801672
2002,China,31160216.0,35362179.0,1.1348502526426647,1280400000.0,-0.7289602028885297,8.401915061
2003,China,31160216.0,32160536.0,1.0321024732306092,1288400000.0,-0.7927181794174497,9.352364262
2004,China,31160216.0,38301513.0,1.2291799581877096,1296075000.0,-0.7643780146243653,9.45917505
2005,China,31160216.0,36778368.0,1.180298878544359,1303720000.0,-0.7904750311746954,10.74255231
2006,China,31160216.0,40776104.0,1.3085950366967931,1311020000.0,-0.75977744328082,12.09183627
2007,China,31160216.0,44877737.0,1.4402254785396866,1317885000.0,-0.7596719070883979,13.63634486
2008,China,31160216.0,25220002.0,0.8093654421394255,1324655000.0,-0.8606424828293759,9.093872102
2009,China,31160216.0,23721125.0,0.7612631760960835,1331260000.0,-0.8602505872868149,8.857029819
2010,China,31160216.0,36545168.0,1.172814976635592,1337705000.0,-0.7804309433583229,10.10310072
2011,China,31160216.0,32718703.0,1.050015282307414,1344130000.0,-0.8494959787354734,9.027255945
2012,China,124632400.0,34788177.63118781,1.1333625556185851,1350695000.0,-0.8174530077287596,7.33538001
2013,China,124632400.0,36299497.36881219,1.1479975928476511,1357380000.0,-0.8346271039030085,7.237862515
2014,China,124632400.0,35537783.54478595,1.139384536357498,1364270000.0,-0.8309379265158409,6.881995441
2015,China,124632400.0,35442422.68248353,1.1189774463483182,1371220000.0,-0.7138217522323296,6.499316782999999
2016,China,124632400.0,35454314.68113178,1.121522317283254,1378665000.0,-0.8497912240026086,6.271729091
2017,China,124632400.0,36238873.69631489,1.2894168397717456,1386395000.0,-0.6817455383697828,6.349909622
2018,China,124632400.0,35670185.1736516,1.1677182981585883,1392730000.0,-0.6460175019009781,6.2660418270000005
1992,Cote d'Ivoire,539418.0,55869.0,0.10357273950813654,12812421.0,-0.0222414596669787,-3.748296893
1993,Cote d'Ivoire,539418.0,77593.0,0.14384577451994554,13271643.0,0.022001059929473862,-3.645999228
1994,Cote d'Ivoire,539418.0,124508.0,0.2308191421124249,13735433.0,1.2025894068169478,-2.592779891
1995,Cote d'Ivoire,539418.0,108436.0,0.20102406667927286,14199762.0,0.2596396604469315,3.622757144
1996,Cote d'Ivoire,539418.0,122422.0,0.2269520112417457,14665127.0,0.33537767532837404,4.310778203
1997,Cote d'Ivoire,539418.0,270103.0,0.5007304168566863,15130663.0,1.527856657297083,0.551600567
1998,Cote d'Ivoire,539418.0,347494.0,0.6442017136988384,15589414.0,1.6834156605171122,1.842875672
1999,Cote d'Ivoire,539418.0,343225.0,0.6362876285181436,16032573.0,1.8566408845845568,-1.191299427
2000,Cote d'Ivoire,539418.0,365598.0,0.6777638121086059,16454668.0,1.9870829462131825,-4.580540605
2001,Cote d'Ivoire,539418.0,382091.0,0.7083393583454759,16853026.0,2.1195214568322123,-2.24521492
2002,Cote d'Ivoire,539418.0,403210.0,0.7474908141737947,17231539.0,2.294556929091967,-3.827639325
2003,Cote d'Ivoire,539418.0,308361.0,0.5716550059508582,17599610.0,2.0105919733315067,-3.42246201
2004,Cote d'Ivoire,539418.0,350521.0,0.6498133173160703,17970494.0,2.2711527659610176,-0.857498876
2005,Cote d'Ivoire,539418.0,311698.0,0.5778413030340107,18354514.0,2.175799807800112,-0.407002578
2006,Cote d'Ivoire,539418.0,357365.0,0.6625010659636867,18754916.0,2.4335333060007867,-0.6514372079999999
2007,Cote d'Ivoire,539418.0,357522.0,0.6627921203964272,19171237.0,2.6278973621898665,-0.444884353
2008,Cote d'Ivoire,539418.0,207314.0,0.38432903610928815,19605569.0,0.9915539932504178,0.271158496
2009,Cote d'Ivoire,539418.0,207897.0,0.38540983059519707,20059147.0,0.9537142267292528,0.916728923
2010,Cote d'Ivoire,539418.0,326640.0,0.6055415280913874,20532950.0,1.491628838479282,-0.336444149
2011,Cote d'Ivoire,539418.0,223896.0,0.4150695749863742,21028655.0,1.2773527243798426,-6.641118189
2012,Cote d'Ivoire,2156186.0,271564.4475022076,0.4857488950880937,21547188.0,1.336379340684811,8.042352488999999
2013,Cote d'Ivoire,2156186.0,246015.5524977925,0.4737667310126296,22087505.0,1.2528942526309552,6.225706887
2014,Cote d'Ivoire,2156186.0,251503.7251946903,0.4781985605206181,22647683.0,1.293356785651449,6.10311564
2015,Cote d'Ivoire,2156186.0,425730.5846305149,0.5154828626617648,23226143.0,1.2886247705444898,6.13206803
2016,Cote d'Ivoire,2156186.0,223456.78094276093,0.472196554015932,23822714.0,1.2881151978252716,4.495214422
2017,Cote d'Ivoire,2156186.0,473448.4855784645,0.5256944261499995,24437469.0,1.3004850530629566,4.65887166
2018,Cote d'Ivoire,2156186.0,526598.9887079444,0.5370685588414255,25069229.0,1.295524847207744,4.102226343
1992,Dominican Republic,119900.0,106550.0,0.8886572143452878,7408342.0,-0.9835168600357868,9.150154026000001
1993,Dominican Republic,119900.0,132104.0,1.1017848206839032,7546463.0,-0.9797955328940764,5.399447566
1994,Dominican Republic,119900.0,279979.0,2.3351042535446207,7683707.0,-0.9649478678098816,0.767738446
1995,Dominican Republic,119900.0,174646.0,1.4565971643035862,7819247.0,-0.9715253941974606,3.853463633
1996,Dominican Republic,119900.0,187795.0,1.5662635529608009,7952763.0,-0.9733699248471812,4.19860256
1997,Dominican Republic,119900.0,355333.0,2.9635779816513765,8084407.0,-0.950786524078954,7.112214795
1998,Dominican Republic,119900.0,359216.0,2.9959633027522936,8214426.0,-0.9437713922055994,5.025387119
1999,Dominican Republic,119900.0,438892.0,3.660483736447039,8343283.0,-0.9391398994298796,4.303868641
2000,Dominican Republic,119900.0,479527.0,3.999391159299416,8471321.0,-0.9368389415530596,3.0798740810000003
2001,Dominican Republic,119900.0,479035.0,3.9952877397831528,8598601.0,-0.9315399491653964,0.942868806
2002,Dominican Republic,119900.0,502519.0,4.19115095913261,8724975.0,-0.9234849160839084,2.981578814
2003,Dominican Republic,119900.0,422401.0,3.5229441201000835,8850317.0,-0.9326020331400896,-2.7428907710000003
2004,Dominican Republic,119900.0,410275.0,3.4218098415346123,8974444.0,-0.9165827146584958,1.151470008
2005,Dominican Republic,119900.0,365450.0,3.0479566305254377,9097257.0,-0.9160718388225674,7.950955381
2006,Dominican Republic,119900.0,382343.0,3.1888490408673893,9218686.0,-0.8996727244892635,7.736305253999999
2007,Dominican Republic,119900.0,386821.0,3.2261968306922437,9338861.0,-0.8929674791427024,6.033694071
2008,Dominican Republic,119900.0,223990.0,1.86814011676397,9458075.0,-0.9403539017452568,1.908603408
2009,Dominican Republic,119900.0,187579.0,1.564462051709758,9576737.0,-0.95024741563104,-0.304633349
2010,Dominican Republic,119900.0,307044.0,2.560834028356964,9695121.0,-0.913210934141368,7.016750474
2011,Dominican Republic,119900.0,278091.0,2.3193577981651377,9813210.0,-0.9225935721912226,1.892348697
2012,Dominican Republic,478728.0,283665.6242144711,2.3825714969833607,9930911.0,-0.9119688125706223,1.499963278
2013,Dominican Republic,478728.0,287801.3757855289,2.3836253337088817,10048224.0,-0.9239755124118012,3.650787233
2014,Dominican Republic,478728.0,314740.40252939716,2.3893058515679932,10165178.0,-0.8995549989686654,5.818809907
2015,Dominican Republic,478728.0,321268.8327276937,2.3907029264209108,10281680.0,-0.8724194828242886,5.7154257689999985
2016,Dominican Republic,478728.0,284697.0514529639,2.3828766168191517,10397743.0,-0.9355472888315959,5.468635468
2017,Dominican Republic,478728.0,316661.13151995593,2.3897168848624406,10513131.0,-0.7197913753627605,3.517924003
2018,Dominican Republic,478728.0,353098.1773285115,2.397514361264508,10627165.0,-0.7562721398568527,5.834559566
1992,Estonia,148032.0,153903.0,1.0396603437094682,1533091.0,-0.9975699787541034,0.0
1993,Estonia,148032.0,237499.0,1.6043760808473844,1494128.0,-0.9970436422020876,0.0
1994,Estonia,148032.0,420428.0,2.8401156506701253,1462514.0,-0.994420025902576,0.483692794
1995,Estonia,148032.0,248329.0,1.6775359381755297,1436634.0,-0.9965502436973884,6.409660105
1996,Estonia,148032.0,229199.0,1.5483071227842629,1415594.0,-0.9961859085617656,6.495635877000001
1997,Estonia,148032.0,653805.0,4.41664640077821,1399535.0,-0.9933875189499628,14.34369118
1998,Estonia,148032.0,601136.0,4.060851707738867,1386156.0,-0.9925405405903972,5.337277905
1999,Estonia,148032.0,589498.0,3.98223357111976,1390244.0,-0.9926185163758808,-0.696297505
2000,Estonia,148032.0,558201.0,3.7708130674448768,1396985.0,-0.9934002908458608,9.575212427
2001,Estonia,148032.0,593206.0,4.007282209252054,1388115.0,-0.9926306160667321,6.656808692
2002,Estonia,148032.0,359265.0,2.4269414721141374,1379350.0,-0.9923166963096548,7.481060382000001
2003,Estonia,148032.0,434467.0,2.934953253350627,1370720.0,-0.9942230698237248,8.243927473
2004,Estonia,148032.0,496803.0,3.3560513942931256,1362550.0,-0.9937343767543564,7.407646595
2005,Estonia,148032.0,545365.0,3.684102086035452,1354775.0,-0.9935508647764504,10.11865725
2006,Estonia,148032.0,568131.0,3.837893158236057,1346810.0,-0.9919093400510064,10.36763268
2007,Estonia,148032.0,580133.0,3.918970222654561,1340680.0,-0.9874734589440436,8.065440131
2008,Estonia,148032.0,326125.0,2.2030709576307825,1337090.0,-0.9932524057354606,-4.834111988
2009,Estonia,148032.0,330448.0,2.232274102896671,1334515.0,-0.9927321190288704,-14.26876512
2010,Estonia,148032.0,756955.0,5.113455198875919,1331475.0,-0.9893274004644258,2.924792674
2011,Estonia,148032.0,399078.0,2.6958900778210118,1327439.0,-0.9906933211204874,7.770611792
2012,Estonia,591614.0,507201.94977571,3.308033195825745,1322696.0,-0.9914390213456452,3.494634233
2013,Estonia,591614.0,473295.05022429005,3.3155144155015375,1317997.0,-0.9907999768952732,1.707513193
2014,Estonia,591614.0,473105.8128366993,3.3081052947935183,1314545.0,-0.9896203562830422,3.257770915
2015,Estonia,591614.0,476286.58510504226,3.3087859755718965,1315407.0,-0.9850057754467244,1.778145159
2016,Estonia,591614.0,481821.2032841216,3.3099703760546517,1315790.0,-0.991573994043802,2.601693921
2017,Estonia,591614.0,480385.58247846743,3.3096631552274407,1317384.0,-0.9357381170255002,5.620848822
2018,Estonia,591614.0,473756.98292695935,3.308244644274242,1321977.0,-0.9582142557496742,4.3971823930000005
1992,Ethiopia,2466685.0,24521.0,0.009940872061086032,51423585.0,-0.9413030552720082,-11.89343511
1993,Ethiopia,2466685.0,30057.0,0.012185179704745438,53295566.0,-0.9284404116924144,9.168746611
1994,Ethiopia,2466685.0,52145.0,0.02113970774541541,55180998.0,-0.8724793415068292,-0.335844453
1995,Ethiopia,2466685.0,42360.0,0.017172845336960334,57047908.0,-0.8967694708900859,2.654456585
1996,Ethiopia,2466685.0,39616.0,0.016060421172545337,58883530.0,-0.8917070946790631,8.921425371
1997,Ethiopia,2466685.0,73212.0,0.029680319943567988,60697443.0,-0.8033134753725872,0.051801162000000005
1998,Ethiopia,2466685.0,83648.0,0.03391109930939702,62507724.0,-0.8152585590626515,-6.254079943
1999,Ethiopia,2466685.0,90538.0,0.0367043217922029,64343013.0,-0.7720431687784342,2.162551608
2000,Ethiopia,2466685.0,93961.0,0.03809201418097568,66224804.0,-0.7681934504726943,3.0591258710000004
2001,Ethiopia,2466685.0,101844.0,0.041287801239315115,68159423.0,-0.7727805777152941,5.227310742
2002,Ethiopia,2466685.0,113827.0,0.04614573810600056,70142091.0,-0.7638584001228222,-1.354735345
2003,Ethiopia,2466685.0,100264.0,0.040647265459513485,72170584.0,-0.7980333047262477,-4.911302787
2004,Ethiopia,2466685.0,124095.0,0.050308409869926636,74239505.0,-0.7996781904769279,10.40753969
2005,Ethiopia,2466685.0,124855.0,0.05061651568805908,76346311.0,-0.8101713112648796,8.733083824
2006,Ethiopia,2466685.0,149251.0,0.060506712450110176,78489206.0,-0.7968878673256923,7.80874178
2007,Ethiopia,2466685.0,159226.0,0.06455060131309835,80674348.0,-0.806861373612101,8.437269944
2008,Ethiopia,2466685.0,88732.0,0.03597216507174609,82916235.0,-0.8689321154723626,7.793024525
2009,Ethiopia,2466685.0,74014.0,0.030005452662176163,85233913.0,-0.887354566997962,5.843997442
2010,Ethiopia,2466685.0,129111.0,0.0523419082696007,87639964.0,-0.8088309344006147,9.460597148
2011,Ethiopia,2466685.0,115153.0,0.0466833016781632,90139927.0,-0.8379710231999556,8.094849899
2012,Ethiopia,9863970.0,130958.83136601273,0.053110700953158715,92726971.0,-0.8047166191101306,5.616582788
2013,Ethiopia,9863970.0,113097.16863398727,0.045830185297011036,95385785.0,-0.8102833177038927,7.499864344
2014,Ethiopia,9863970.0,149426.13334818813,0.055333605011633986,98094253.0,-0.799010521082479,7.213187282000001
2015,Ethiopia,9863970.0,189794.04824916626,0.06397228185428555,100835458.0,-0.7232879193245095,7.391451495
2016,Ethiopia,9863970.0,95882.51595216492,0.04387534642172565,103603501.0,-0.7686410382613826,6.509676197
2017,Ethiopia,9863970.0,416849.92663094023,0.11256191952509363,106400024.0,-0.6813357897191918,6.684502545
2018,Ethiopia,9863970.0,362579.63419261854,0.10094815350123844,109224559.0,-0.6555060633673525,4.053894044
1992,Georgia,240097.0,107212.0,0.4465361916225525,4873500.0,-0.9940227527196368,-45.32510688
1993,Georgia,240097.0,142722.0,0.5944347492888291,4911100.0,-0.9907470975242691,-29.84128975
1994,Georgia,240097.0,128849.0,0.5366539357009875,4836076.0,-0.9777399298595116,-9.009993111
1995,Georgia,240097.0,64800.0,0.2698909190868691,4657722.0,-0.9896305649407466,6.528767293
1996,Georgia,240097.0,53449.0,0.2226141934301553,4491699.0,-0.9905931625684434,15.31019666
1997,Georgia,240097.0,91704.0,0.3819456303077505,4349913.0,-0.9825112412850644,14.1214244
1998,Georgia,240097.0,137797.0,0.5739222064415632,4243607.0,-0.9742942067871836,5.687769104
1999,Georgia,240097.0,89801.0,0.3740196670512335,4157192.0,-0.9745751884969441,5.00758667
2000,Georgia,240097.0,120527.0,0.5019929445182572,4077131.0,-0.972954502127966,3.838100222
2001,Georgia,240097.0,122237.0,0.5091150659941607,4014373.0,-0.9733000155222647,6.443910455
2002,Georgia,240097.0,156921.0,0.6535733474387435,3978515.0,-0.9715381660933587,6.424463127999999
2003,Georgia,240097.0,122911.0,0.5119222647513296,3951736.0,-0.982306218745646,11.81131466
2004,Georgia,240097.0,153797.0,0.6405619395494321,3927340.0,-0.9755250142287428,6.451674734
2005,Georgia,240097.0,176324.0,0.7343865187819922,3902469.0,-0.981279761638458,10.28800424
2006,Georgia,240097.0,201468.0,0.8391108593610083,3880347.0,-0.9793431388972608,10.04357675
2007,Georgia,240097.0,258119.0,1.0750613293793758,3860158.0,-0.9775248242443838,13.16775197
2008,Georgia,240097.0,162879.0,0.6783883180547862,3848449.0,-0.987011654076566,2.730182777
2009,Georgia,240097.0,121717.0,0.506949274668155,3814419.0,-0.9892117811962948,-2.790940334
2010,Georgia,240097.0,207690.0,0.8650253855733308,3786695.0,-0.9826362714238576,7.027385248
2011,Georgia,240097.0,213753.0,0.8902776794378938,3756441.0,-0.9843671994205888,8.264988855
2012,Georgia,961395.0,251605.8597950491,1.0278299496530687,3728874.0,-0.9782899298862041,7.155378254
2013,Georgia,961395.0,241974.1402049509,1.0279225170583022,3717668.0,-0.9846991324159202,3.933646408
2014,Georgia,961395.0,244780.1353273916,1.0274461251510203,3719414.0,-1.030049835838093,4.382901471
2015,Georgia,961395.0,229933.30432256512,1.024268924260096,3725276.0,-0.9714880647979441,2.8600942430000003
2016,Georgia,961395.0,231321.4191483042,1.02456597887462,3727505.0,-1.0265043202082915,2.844902055
2017,Georgia,961395.0,271719.1688341362,1.033211040319143,3728004.0,-0.9142272890395968,4.828569855
