country,year,pixels,luminosity,lum/pix,population,constantgdp
Brazil,2004.0,22056902.0,13882475.0,0.6293936927316447,184006481,1720000000000
Brazil,2005.0,22056902.0,13497647.0,0.6119466369302452,186127103,1770000000000
Brazil,2006.0,22056902.0,14965186.0,0.6784808673493675,188167356,1850000000000
Brazil,2007.0,22056902.0,15819422.0,0.7172096063173332,190130443,1960000000000
Brazil,2008.0,22056902.0,8761552.0,0.3972249593347244,192030362,2060000000000
Brazil,2009.0,22056902.0,8614014.0,0.39053598732949896,193886508,2050000000000
Brazil,2010.0,22056902.0,13149764.0,0.5961745670357514,195713635,2210000000000
Brazil,2011.0,22056902.0,11287348.0,0.5117376864620425,197514534,2300000000000
Brazil,2012.0,88236972.0,12836123.579175467,0.5738615292485215,199287296,2340000000000
Brazil,2013.0,88236972.0,12557713.420824533,0.5774260359770934,201035903,2410000000000
Brazil,2014.0,88236972.0,12674829.356764067,0.5709167371210015,202763735,2420000000000
Brazil,2015.0,88236972.0,12721472.07678141,0.5808982134068212,204471769,2340000000000
Brazil,2016.0,88236972.0,12826588.957397224,0.603393077572461,206163058,2260000000000
Brazil,2017.0,88236972.0,13379643.967278762,0.7217460695041872,207833831,2290000000000
Brazil,2018.0,88236972.0,13725086.665046068,0.7956703195177345,209469333,2320000000000
Canada,1992.0,42412000.0,13833177.0,0.3261618645666321,28371264,922000000000
Canada,1993.0,42412000.0,14106214.0,0.3325995944543997,28684764,947000000000
Canada,1994.0,42412000.0,25060654.0,0.5908859285107988,29000663,989000000000
Canada,1995.0,42412000.0,16581987.0,0.39097394605300384,29302311,1020000000000
Canada,1996.0,42412000.0,15037348.0,0.3545540884655286,29610218,1030000000000
Canada,1997.0,42412000.0,24656824.0,0.5813643308497595,29905948,1080000000000
Canada,1998.0,42412000.0,28690819.0,0.6764788031689145,30155173,1110000000000
Canada,1999.0,42412000.0,27270668.0,0.6429941525983213,30401286,1150000000000
Canada,2000.0,42412000.0,28633489.0,0.6751270630953504,30685730,1210000000000
Canada,2001.0,42412000.0,26923561.0,0.6348099830236725,31020902,1220000000000
Canada,2002.0,42412000.0,26597852.0,0.6271303404696784,31360079,1270000000000
Canada,2003.0,42412000.0,21642020.0,0.5102805809676506,31644028,1310000000000
Canada,2004.0,42412000.0,23071666.0,0.54398910685655,31940655,1370000000000
Canada,2005.0,42412000.0,20567880.0,0.4849542582288032,32243753,1430000000000
Canada,2006.0,42412000.0,20013816.0,0.4718904083749882,32571174,1490000000000
Canada,2007.0,42412000.0,25994566.0,0.6129059228520229,32889025,1600000000000
Canada,2008.0,42412000.0,13766228.0,0.3245833254739225,33247118,1610000000000
Canada,2009.0,42412000.0,11946645.0,0.2816807743091578,33628895,1570000000000
Canada,2010.0,42412000.0,16835124.0,0.39694246911251535,34004889,1610000000000
Canada,2011.0,42412000.0,14612283.0,0.3445318070357446,34339328,1660000000000
Canada,2012.0,155492561.0,14119804.57170028,0.3573617898925543,34714222,1690000000000
Canada,2013.0,155492561.0,15010078.42829972,0.3294693663839712,35082954,1730000000000
Canada,2014.0,155492561.0,14186436.317057636,0.262416002937796,35437435,1780000000000
Canada,2015.0,155492561.0,14201269.866264373,0.2655903615426664,35702908,1790000000000
Canada,2016.0,155492561.0,14899817.555797033,0.41507858167630873,36109487,1810000000000
Canada,2017.0,155492561.0,14232725.73951785,0.27232187404478037,36543321,1870000000000
Canada,2018.0,155492561.0,14035299.818733675,0.23007300550150797,37057765,1910000000000
China,1992.0,31160216.0,9467602.0,0.30383621217516593,1164970000,1030000000000
China,1993.0,31160216.0,10337858.0,0.3317646450204325,1178440000,1180000000000
China,1994.0,31160216.0,22817106.0,0.7322512141764358,1191835000,1330000000000
China,1995.0,31160216.0,13661477.0,0.43842690307409937,1204855000,1480000000000
China,1996.0,31160216.0,13099616.0,0.4203955453967328,1217550000,1620000000000
China,1997.0,31160216.0,26193717.0,0.84061410228992,1230075000,1770000000000
China,1998.0,31160216.0,28875233.0,0.9266698600548854,1241935000,1910000000000
China,1999.0,31160216.0,27938493.0,0.8966078091371382,1252735000,2060000000000
China,2000.0,31160216.0,30806441.0,0.9886465806270406,1262645000,2230000000000
China,2001.0,31160216.0,31976358.0,1.0261917953328694,1271850000,2420000000000
China,2002.0,31160216.0,35362179.0,1.1348502526426647,1280400000,2640000000000
China,2003.0,31160216.0,32160536.0,1.0321024732306092,1288400000,2900000000000
China,2004.0,31160216.0,38301513.0,1.2291799581877096,1296075000,3200000000000
China,2005.0,31160216.0,36778368.0,1.180298878544359,1303720000,3560000000000
China,2006.0,31160216.0,40776104.0,1.3085950366967931,1311020000,4020000000000
China,2007.0,31160216.0,44877737.0,1.4402254785396866,1317885000,4590000000000
China,2008.0,31160216.0,25220002.0,0.8093654421394255,1324655000,5030000000000
China,2009.0,31160216.0,23721125.0,0.7612631760960835,1331260000,5500000000000
China,2010.0,31160216.0,36545168.0,1.172814976635592,1337705000,6090000000000
China,2011.0,31160216.0,32718703.0,1.050015282307414,1344130000,6670000000000
China,2012.0,124632400.0,34788177.63118781,1.1333625556185851,1350695000,7190000000000
China,2013.0,124632400.0,36299497.36881219,1.1479975928476513,1357380000,7750000000000
China,2014.0,124632400.0,35537783.54478595,1.1393845363574981,1364270000,8330000000000
China,2015.0,124632400.0,35442422.68248353,1.1189774463483182,1371220000,8910000000000
China,2016.0,124632400.0,35454314.68113178,1.121522317283254,1378665000,9520000000000
China,2017.0,124632400.0,36238873.69631489,1.2894168397717456,1386395000,10200000000000
China,2018.0,124632400.0,35670185.1736516,1.1677182981585885,1392730000,10900000000000
France,1992.0,1992927.0,6490385.0,3.2567098544000865,58851217,1940000000000
France,1993.0,1992927.0,6502775.0,3.2629268407723915,59106768,1930000000000
France,1994.0,1992927.0,14072084.0,7.061013273441527,59327192,1980000000000
France,1995.0,1992927.0,8245231.0,4.137246873568373,59541899,2020000000000
France,1996.0,1992927.0,8201273.0,4.115189868971618,59753100,2050000000000
France,1997.0,1992927.0,16351272.0,8.204651750917119,59964851,2100000000000
France,1998.0,1992927.0,16410026.0,8.234133011394798,60186288,2170000000000
France,1999.0,1992927.0,17209641.0,8.635359448690293,60496718,2250000000000
France,2000.0,1992927.0,17395008.0,8.728371887179009,60912500,2330000000000
France,2001.0,1992927.0,17975917.0,9.019857225076485,61357430,2380000000000
France,2002.0,1992927.0,17762247.0,8.912643062189431,61805267,2410000000000
France,2003.0,1992927.0,15943439.0,8.00001154081409,62244886,2430000000000
France,2004.0,1992927.0,15410078.0,7.732384578060309,62704895,2500000000000
France,2005.0,1992927.0,15582431.0,7.81886692287274,63179351,2540000000000
France,2006.0,1992927.0,16271049.0,8.164397893149122,63621381,2600000000000
France,2007.0,1992927.0,17430417.0,8.746139221356326,64016225,2660000000000
France,2008.0,1992927.0,9366300.0,4.6997707392192485,64374984,2670000000000
France,2009.0,1992927.0,9127400.0,4.579896805051063,64707040,2590000000000
France,2010.0,1992927.0,13327448.0,6.6873738977895325,65027507,2640000000000
France,2011.0,1992927.0,9902077.0,4.968609989226901,65342780,2700000000000
France,2012.0,7969362.0,10754190.858629018,5.35736457109517,65659809,2710000000000
France,2013.0,7969362.0,10636330.141370982,5.375853956226703,65998687,2720000000000
France,2014.0,7969362.0,10617071.963582356,5.349877027166464,66312067,2750000000000
France,2015.0,7969362.0,10614615.736200407,5.349351397971675,66548272,2780000000000
France,2016.0,7969362.0,10603529.260727068,5.346978907859834,66724104,2810000000000
France,2017.0,7969362.0,10605015.851041747,5.347297036090075,66864379,2880000000000
France,2018.0,7969362.0,10622024.918236993,5.350936952475529,66965912,2930000000000
Germany,1992.0,1000532.0,6788293.0,6.784683548352278,80624598,2760000000000
Germany,1993.0,1000532.0,6039773.0,6.036561549255795,81156363,2730000000000
Germany,1994.0,1000532.0,13374541.0,13.367429527491375,81438348,2800000000000
Germany,1995.0,1000532.0,8244135.0,8.239751452227415,81678051,2840000000000
Germany,1996.0,1000532.0,7932958.0,7.928739910367683,81914831,2860000000000
Germany,1997.0,1000532.0,14693802.0,14.685989053823366,82034771,2920000000000
Germany,1998.0,1000532.0,17121817.0,17.112713036664495,82047195,2970000000000
Germany,1999.0,1000532.0,16721533.0,16.712641874522753,82100243,3030000000000
Germany,2000.0,1000532.0,15983753.0,15.975254164784337,82211508,3120000000000
Germany,2001.0,1000532.0,15930670.0,15.92219938992456,82349925,3170000000000
Germany,2002.0,1000532.0,16786822.0,16.777896159243287,82488495,3160000000000
Germany,2003.0,1000532.0,14053627.0,14.046154445834816,82534176,3140000000000
Germany,2004.0,1000532.0,13153731.0,13.146736935950074,82516260,3180000000000
Germany,2005.0,1000532.0,14058334.0,14.050858943042302,82469422,3200000000000
Germany,2006.0,1000532.0,13788556.0,13.781224388625253,82376451,3320000000000
Germany,2007.0,1000532.0,14090451.0,14.08295886588335,82266372,3420000000000
Germany,2008.0,1000532.0,7776948.0,7.772812863556588,82110097,3460000000000
Germany,2009.0,1000532.0,7938896.0,7.934674753031388,81902307,3260000000000
Germany,2010.0,1000532.0,14107601.0,14.100099746934633,81776930,3400000000000
Germany,2011.0,1000532.0,8916635.0,8.911893872459851,80274983,3530000000000
Germany,2012.0,3997792.0,9798190.826209266,9.524150816394283,80425823,3540000000000
Germany,2013.0,3997792.0,9262777.173790734,9.526682140472664,80645605,3560000000000
Germany,2014.0,3997792.0,9548500.207378004,9.529271921397285,80982500,3640000000000
Germany,2015.0,3997792.0,9527454.037725016,9.52476807078093,81686611,3700000000000
Germany,2016.0,3997792.0,9648778.600685788,9.550731356104558,82348669,3780000000000
Germany,2017.0,3997792.0,9520419.644757448,9.523262720609138,82657002,3880000000000
Germany,2018.0,3997792.0,9537474.143944487,9.526912359376746,82905782,3940000000000
India,1992.0,11590432.0,7923011.0,0.6835820269684513,909307016,541000000000
India,1993.0,11590432.0,9159391.0,0.7902544961223188,927403860,567000000000
India,1994.0,11590432.0,19506846.0,1.6830128505995292,945601831,604000000000
India,1995.0,11590432.0,11809796.0,1.018926300590004,963922588,650000000000
India,1996.0,11590432.0,12201137.0,1.0526904432897757,982365243,699000000000
India,1997.0,11590432.0,21376606.0,1.844332118078084,1000900030,728000000000
India,1998.0,11590432.0,24323277.0,2.098565178588684,1019483581,773000000000
India,1999.0,11590432.0,24745904.0,2.1350286167072983,1038058156,841000000000
India,2000.0,11590432.0,26441225.0,2.2812976254897137,1056575549,873000000000
India,2001.0,11590432.0,26814822.0,2.313530850273743,1075000085,915000000000
India,2002.0,11590432.0,27108122.0,2.3388362055875054,1093317189,950000000000
India,2003.0,11590432.0,21094863.0,1.8200238783161835,1111523144,1030000000000
India,2004.0,11590432.0,23865473.0,2.05906673711558,1129623456,1110000000000
India,2005.0,11590432.0,21716951.0,1.8736964247751944,1147609927,1190000000000
India,2006.0,11590432.0,23066583.0,1.9901400569021068,1165486291,1290000000000
India,2007.0,11590432.0,26661612.0,2.3003121885361995,1183209472,1390000000000
India,2008.0,11590432.0,15158007.0,1.3078034537452958,1200669765,1430000000000
India,2009.0,11590432.0,14461509.0,1.2477109567615772,1217726215,1540000000000
India,2010.0,11590432.0,21892570.0,1.8888484915834023,1234281170,1680000000000
India,2011.0,11590432.0,18633968.0,1.607702629203122,1250288729,1760000000000
India,2012.0,46361728.0,20567116.8514535,1.7809189607471472,1265782790,1860000000000
India,2013.0,46361728.0,20335785.148546506,1.7481041162184048,1280846129,1980000000000
India,2014.0,46361728.0,20331560.407219168,1.7388551207547838,1295604184,2130000000000
India,2015.0,46361728.0,20371219.14045054,1.7473420337205672,1310152403,2290000000000
India,2016.0,46361728.0,20523261.44297235,1.7798788719773968,1324509589,2480000000000
India,2017.0,46361728.0,20641947.282237493,1.8052774741525515,1338658835,2660000000000
India,2018.0,46361728.0,20655628.016909353,1.8082051320732087,1352617328,2820000000000
Indonesia,1992.0,10441980.0,914064.0,0.08753742106382123,187739786,353000000000
Indonesia,1993.0,10441980.0,1369995.0,0.1312006918228152,190851175,376000000000
Indonesia,1994.0,10441980.0,2781003.0,0.2663290870122333,193917462,404000000000
Indonesia,1995.0,10441980.0,1768047.0,0.1693210483069303,196934260,437000000000
Indonesia,1996.0,10441980.0,1825001.0,0.17477537784979474,199901228,471000000000
Indonesia,1997.0,10441980.0,3714569.0,0.3557341615287522,202826446,494000000000
Indonesia,1998.0,10441980.0,3506335.0,0.33579215819222025,205724592,429000000000
Indonesia,1999.0,10441980.0,3594975.0,0.34428096970114863,208615169,432000000000
Indonesia,2000.0,10441980.0,3898591.0,0.3733574475338968,211513823,453000000000
Indonesia,2001.0,10441980.0,4111172.0,0.3937157512272577,214427417,470000000000
Indonesia,2002.0,10441980.0,4230722.0,0.4051647292946357,217357793,491000000000
Indonesia,2003.0,10441980.0,3406663.0,0.3262468420740128,220309469,515000000000
Indonesia,2004.0,10441980.0,3785760.0,0.362551929806416,223285676,540000000000
Indonesia,2005.0,10441980.0,3342750.0,0.3201260680445663,226289470,571000000000
Indonesia,2006.0,10441980.0,3894077.0,0.3729251540416664,229318262,603000000000
Indonesia,2007.0,10441980.0,3725674.0,0.3567976571493146,232374245,641000000000
Indonesia,2008.0,10441980.0,2067898.0,0.1980369623385603,235469762,679000000000
Indonesia,2009.0,10441980.0,2057209.0,0.1970133059055849,238620563,711000000000
Indonesia,2010.0,10441980.0,3004668.0,0.2877488752133216,241834215,755000000000
Indonesia,2011.0,10441980.0,2798443.0,0.2679992683379972,245116206,802000000000
Indonesia,2012.0,27304773.0,3089489.9383811774,0.28597436122342035,248452413,850000000000
Indonesia,2013.0,27304773.0,2999421.0616188226,0.29714407033840984,251806402,897000000000
Indonesia,2014.0,27304773.0,3026177.72281148,0.28764779724664274,255129004,942000000000
Indonesia,2015.0,27304773.0,3071872.588131585,0.297426433964372,258383256,988000000000
Indonesia,2016.0,27304773.0,3038394.0466787308,0.29026207332092635,261554226,1040000000000
Indonesia,2017.0,27304773.0,3103834.03485365,0.3042661384755617,264645886,1090000000000
Indonesia,2018.0,27304773.0,3098142.721247413,0.3030482053924419,267663435,1150000000000
Italy,1992.0,1776749.0,5726705.0,3.2231367514488536,56797087,1790000000000
Italy,1993.0,1776749.0,5461699.0,3.0739845639423464,56831821,1780000000000
Italy,1994.0,1776749.0,12335391.0,6.942675076783496,56843400,1820000000000
Italy,1995.0,1776749.0,6771339.0,3.8110836139488464,56844303,1870000000000
Italy,1996.0,1776749.0,6591333.0,3.709771610959117,56860281,1890000000000
Italy,1997.0,1776749.0,12516097.0,7.044381057763362,56890372,1930000000000
Italy,1998.0,1776749.0,13547885.0,7.625097861318622,56906744,1960000000000
Italy,1999.0,1776749.0,13867156.0,7.804791785446341,56916317,1990000000000
Italy,2000.0,1776749.0,14209393.0,7.997411564604793,56942108,2070000000000
Italy,2001.0,1776749.0,14489566.0,8.155100129506192,56974100,2110000000000
Italy,2002.0,1776749.0,15081861.0,8.488458977604603,57059007,2110000000000
Italy,2003.0,1776749.0,13422844.0,7.554721572940241,57313203,2120000000000
Italy,2004.0,1776749.0,13423670.0,7.555186466968603,57685327,2150000000000
Italy,2005.0,1776749.0,13558258.0,7.630936052306769,57969484,2170000000000
Italy,2006.0,1776749.0,13853347.0,7.797019725352316,58143979,2200000000000
Italy,2007.0,1776749.0,14786177.0,8.32204042326744,58438310,2240000000000
Italy,2008.0,1776749.0,7935950.0,4.466556615481421,58826731,2220000000000
Italy,2009.0,1776749.0,7843808.0,4.4146967298138335,59095365,2100000000000
Italy,2010.0,1776749.0,10238152.0,5.762295068127237,59277417,2130000000000
Italy,2011.0,1776749.0,8889162.0,5.0030488268179685,59379449,2150000000000
Italy,2012.0,7096320.0,9492308.975466233,5.258112005378461,59539717,2090000000000
Italy,2013.0,7096320.0,9214888.024533767,5.270779244876922,60233948,2050000000000
Italy,2014.0,7096320.0,9202169.70016224,5.232040075579794,60789140,2050000000000
Italy,2015.0,7096320.0,9320891.83637612,5.257446445250776,60730582,2060000000000
Italy,2016.0,7096320.0,9425891.845705498,5.279916299125985,60627498,2090000000000
Italy,2017.0,7096320.0,9250698.051595043,5.242425074328502,60536709,2120000000000
Italy,2018.0,7096320.0,9415353.143756008,5.277661031775517,60421760,2140000000000
Japan,1992.0,3376191.0,6605464.0,1.9564840970193929,124229000,4910000000000
Japan,1993.0,3376191.0,6860922.0,2.032148655096824,124536000,4880000000000
Japan,1994.0,3376191.0,14178989.0,4.199699898495079,124961000,4930000000000
Japan,1995.0,3376191.0,7692163.0,2.2783554011014187,125439000,5060000000000
Japan,1996.0,3376191.0,7795393.0,2.3089312778809017,125757000,5220000000000
Japan,1997.0,3376191.0,14157113.0,4.193220407257765,126057000,5280000000000
Japan,1998.0,3376191.0,15149818.0,4.48725146178045,126400000,5220000000000
Japan,1999.0,3376191.0,14975435.0,4.435600651740378,126631000,5200000000000
Japan,2000.0,3376191.0,15173836.0,4.494365395796624,126843000,5350000000000
Japan,2001.0,3376191.0,15365950.0,4.55126798217281,127149000,5370000000000
Japan,2002.0,3376191.0,15031446.0,4.452190649166472,127445000,5380000000000
Japan,2003.0,3376191.0,13096995.0,3.87922217670742,127718000,5460000000000
Japan,2004.0,3376191.0,13453838.0,3.984916137742207,127761000,5580000000000
Japan,2005.0,3376191.0,13434936.0,3.9793175208393134,127773000,5670000000000
Japan,2006.0,3376191.0,13399932.0,3.968949623999353,127854000,5750000000000
Japan,2007.0,3376191.0,13987281.0,4.142917565978939,128001000,5850000000000
Japan,2008.0,3376191.0,7331920.0,2.171654388036696,128063000,5780000000000
Japan,2009.0,3376191.0,7224997.0,2.1399846750376392,128047000,5470000000000
Japan,2010.0,3376191.0,9044887.0,2.679021121731561,128070000,5700000000000
Japan,2011.0,3376191.0,7710997.0,2.2839338769637143,127833000,5690000000000
Japan,2012.0,13501278.0,8044257.624429316,2.378225433086878,127629000,5780000000000
Japan,2013.0,13501278.0,8035742.375570684,2.384538284961064,127445000,5890000000000
Japan,2014.0,13501278.0,8146085.447383925,2.4040839951116504,127276000,5920000000000
Japan,2015.0,13501278.0,8087693.402048957,2.3915881797823815,127141000,5990000000000
Japan,2016.0,13501278.0,8104855.414684403,2.395260826276281,126994511,6020000000000
Japan,2017.0,13501278.0,8024031.144805362,2.3779645465392427,126785797,6150000000000
Japan,2018.0,13501278.0,8150045.678563441,2.4049314789974527,126529100,6170000000000
Korea,1992.0,500337.0,35494.0,0.07094018631442407,20937404,428000000000
Korea,1993.0,500337.0,41715.0,0.08337380605471911,21265834,458000000000
Korea,1994.0,500337.0,86052.0,0.17198808003405705,21577982,500000000000
Korea,1995.0,500337.0,57415.0,0.11475265670937787,21862299,548000000000
Korea,1996.0,500337.0,56625.0,0.11317372091210524,22113438,592000000000
Korea,1997.0,500337.0,83806.0,0.1674991056028237,22335267,628000000000
Korea,1998.0,500337.0,97381.0,0.19463081882810984,22536753,596000000000
Korea,1999.0,500337.0,83879.0,0.1676450072651033,22731482,664000000000
Korea,2000.0,500337.0,102033.0,0.20392855215584696,22929075,725000000000
Korea,2001.0,500337.0,114739.0,0.2293234360041332,23132980,760000000000
Korea,2002.0,500337.0,94334.0,0.18854092341761647,23339453,818000000000
Korea,2003.0,500337.0,77819.0,0.15553317064298666,23542426,844000000000
Korea,2004.0,500337.0,89830.0,0.17953899072025456,23732731,888000000000
Korea,2005.0,500337.0,86385.0,0.1726536314524011,23904167,926000000000
Korea,2006.0,500337.0,83387.0,0.1666616700343968,24054864,975000000000
Korea,2007.0,500337.0,93890.0,0.18765352152649115,24188331,1030000000000
Korea,2008.0,500337.0,43170.0,0.0862818460357719,24310142,1060000000000
Korea,2009.0,500337.0,37867.0,0.07568298966496581,24428341,1070000000000
Korea,2010.0,500337.0,85992.0,0.17186816085958065,24548836,1140000000000
Korea,2011.0,500337.0,60322.0,0.1205627407127596,24673385,1190000000000
Korea,2012.0,1995664.0,60272.69268770885,0.14628783196639872,24800612,1210000000000
Korea,2013.0,1995664.0,92254.30731229113,0.15856070012297308,24929452,1250000000000
Korea,2014.0,1995664.0,15364.422987739186,0.1393919494730929,25057752,1290000000000
Korea,2015.0,1995664.0,92013.3253365983,0.1557947064487748,25183833,1330000000000
Korea,2016.0,1995664.0,83960.00919467263,0.15407130815504425,25307744,1370000000000
Korea,2017.0,1995664.0,248529.1775799771,0.18928887803527875,25429985,1410000000000
Korea,2018.0,1995664.0,149376.80747592857,0.168070410705149,25549819,1450000000000
Mexico,1992.0,7940298.0,3500522.0,0.44085524246067337,87075138,706000000000
Mexico,1993.0,7940298.0,4240114.0,0.5339993536766504,88625440,719000000000
Mexico,1994.0,7940298.0,8614916.0,1.0849612949035414,90156400,755000000000
Mexico,1995.0,7940298.0,5174863.0,0.6517215096964875,91663285,707000000000
Mexico,1996.0,7940298.0,4896561.0,0.6166721954264185,93147044,755000000000
Mexico,1997.0,7940298.0,8879935.0,1.1183377500441418,94611002,807000000000
Mexico,1998.0,7940298.0,9860354.0,1.241811579363898,96056321,849000000000
Mexico,1999.0,7940298.0,10331353.0,1.3011291263879516,97484832,872000000000
Mexico,2000.0,7940298.0,11066822.0,1.3937539875707436,98899845,915000000000
Mexico,2001.0,7940298.0,10929985.0,1.3765207552663639,100298153,912000000000
Mexico,2002.0,7940298.0,10963793.0,1.3807785299745676,101684758,911000000000
Mexico,2003.0,7940298.0,9409847.0,1.1850747919032762,103081020,924000000000
Mexico,2004.0,7940298.0,9994761.0,1.2587387778141323,104514932,961000000000
Mexico,2005.0,7940298.0,9668297.0,1.2176239481188238,106005203,983000000000
Mexico,2006.0,7940298.0,10014287.0,1.2611978794750525,107560153,1030000000000
Mexico,2007.0,7940298.0,10592319.0,1.333995147285404,109170502,1050000000000
Mexico,2008.0,7940298.0,5961853.0,0.7508349182864421,110815271,1060000000000
Mexico,2009.0,7940298.0,5409448.0,0.6812651112086725,112463887,1010000000000
Mexico,2010.0,7940298.0,7831576.0,0.9863075667940926,114092963,1060000000000
Mexico,2011.0,7940298.0,6929636.0,0.872717371564644,115695473,1100000000000
Mexico,2012.0,31764105.0,6931713.233729945,0.8597432839140235,117274155,1140000000000
Mexico,2013.0,31764105.0,6721233.766270055,0.8597069180809142,118827161,1150000000000
Mexico,2014.0,31764105.0,6811059.750879092,0.8564265804294421,120355128,1180000000000
Mexico,2015.0,31764105.0,6818859.892753969,0.8580957997871717,121858258,1220000000000
Mexico,2016.0,31764105.0,6822213.07474901,0.858813376003848,123333376,1260000000000
Mexico,2017.0,31764105.0,6857184.147287825,0.8662971361942073,124777324,1290000000000
Mexico,2018.0,31764105.0,6829974.5102616325,0.8604743122546575,126190788,1310000000000
Netherlands,1992.0,148004.0,1511656.0,10.213615848220318,15184166,556000000000
Netherlands,1993.0,148004.0,1595381.0,10.779310018648145,15290368,563000000000
Netherlands,1994.0,148004.0,3299922.0,22.296167671144023,15382838,580000000000
Netherlands,1995.0,148004.0,1825046.0,12.331058620037297,15459006,598000000000
Netherlands,1996.0,148004.0,1706444.0,11.529715413096945,15530498,619000000000
Netherlands,1997.0,148004.0,3231458.0,21.83358557876814,15610650,646000000000
Netherlands,1998.0,148004.0,3313045.0,22.384834193670443,15707209,676000000000
Netherlands,1999.0,148004.0,3572879.0,24.140421880489715,15812088,710000000000
Netherlands,2000.0,148004.0,3495917.0,23.62042242101565,15925513,740000000000
Netherlands,2001.0,148004.0,3372775.0,22.78840436744953,16046180,757000000000
Netherlands,2002.0,148004.0,3309160.0,22.358584903110728,16148929,758000000000
Netherlands,2003.0,148004.0,2947905.0,19.91773870976461,16225302,760000000000
Netherlands,2004.0,148004.0,2787018.0,18.83069376503337,16281779,775000000000
Netherlands,2005.0,148004.0,2867720.0,19.375962811815885,16319868,791000000000
Netherlands,2006.0,148004.0,2866616.0,19.368503553958,16346101,818000000000
Netherlands,2007.0,148004.0,3106796.0,20.99129753249912,16381696,849000000000
Netherlands,2008.0,148004.0,1690925.0,11.424860138915164,16445593,867000000000
Netherlands,2009.0,148004.0,1633506.0,11.036904407988978,16530388,835000000000
Netherlands,2010.0,148004.0,2419837.0,16.349808113294234,16615394,847000000000
Netherlands,2011.0,148004.0,1721879.0,11.634003135050405,16693074,860000000000
Netherlands,2012.0,589550.0,1911644.280040943,12.68981814207037,16754962,851000000000
Netherlands,2013.0,589550.0,1844582.719959057,12.689408095058354,16804432,850000000000
Netherlands,2014.0,589550.0,1876946.912914241,12.68936347057369,16865008,862000000000
Netherlands,2015.0,589550.0,1879366.9567047032,12.689881356530945,16939923,879000000000
Netherlands,2016.0,589550.0,1877487.414026171,12.689479137049169,17030314,898000000000
Netherlands,2017.0,589550.0,1878166.0190966842,12.689624357576966,17131296,924000000000
