country,year,pixels,luminosity,lum/pix,lum_growth,population,gdpgrowth
Myanmar,2009.0,2357003.0,79106.0,0.03356211256413335,-0.4439414601228719,50250367,10.5500091
Myanmar,2010.0,2357003.0,539484.0,0.2288855805444457,5.8197608272444565,50600818,9.634439452
Myanmar,2011.0,2357003.0,421365.0,0.17877151620087034,-0.2189481059679249,50990615,5.591482377999999
Myanmar,2012.0,9414758.0,387598.8588205818,0.17273853467640346,-0.08013513504780463,51413698,7.332670447000001
Myanmar,2013.0,9414758.0,411455.14117941813,0.16627418613897094,0.06154889730952307,51852451,8.426001025
Myanmar,2014.0,9414758.0,238807.09473838023,0.13511252740584773,-0.4196035707468616,52280807,7.990915597000001
Myanmar,2015.0,9414758.0,266580.3430784077,0.14105596337148374,0.11629992974226258,52680726,6.99284029
Myanmar,2016.0,9414758.0,296909.000242358,0.1475462532205784,0.11376929301583928,53045226,5.7500645
Myanmar,2017.0,9414758.0,422469.2662742493,0.17441597302621015,0.4228914109353376,53382581,6.404977325
Myanmar,2018.0,9414758.0,434606.73746905866,0.1770133747398273,0.028729832354077618,53708395,6.750460146
Nepal,1992.0,469964.0,29038.0,0.061787711399171,-0.9331855733090946,19938320,4.106406612
Nepal,1993.0,469964.0,28769.0,0.06121532713143985,-0.009263723396928164,20489975,3.849850022
Nepal,1994.0,469964.0,64521.0,0.13728923917576666,1.2427265459348604,21040904,8.216002709
Nepal,1995.0,469964.0,45657.0,0.09714999446766136,-0.29236992607058165,21576071,3.468451883
Nepal,1996.0,469964.0,49248.0,0.10479100526848864,0.07865168539325842,22090352,5.328284175
Nepal,1997.0,469964.0,83852.0,0.17842217701781413,0.7026478232618584,22584775,5.048612536
Nepal,1998.0,469964.0,95517.0,0.20324322714080229,0.1391141535085627,23057883,3.0163894819999997
Nepal,1999.0,469964.0,109344.0,0.2326646296312058,0.14475957159458525,23509964,4.412573271
Nepal,2000.0,469964.0,127912.0,0.27217403886255115,0.16981270119988293,23941110,6.199999987999999
Nepal,2001.0,469964.0,142416.0,0.3030359772237873,0.11339045593845767,24347106,4.799892149
Nepal,2002.0,469964.0,131768.0,0.28037892264088315,-0.07476688012582856,24725627,0.120143175
Nepal,2003.0,469964.0,97407.0,0.20726481177281664,-0.2607689272053913,25080872,3.945037767
Nepal,2004.0,469964.0,124858.0,0.2656756687746296,0.2818175285143778,25419344,4.682603245
Nepal,2005.0,469964.0,113122.0,0.2407035432501213,-0.09399477806788513,25744500,3.4791810460000003
Nepal,2006.0,469964.0,116030.0,0.2468912512447762,0.0257067590742738,26066693,3.364614788
Nepal,2007.0,469964.0,120049.0,0.2554429700998374,0.03463759372576058,26382581,3.4115602760000003
Nepal,2008.0,469964.0,61123.0,0.13005889812836727,-0.4908495697590151,26666576,6.104639142000001
Nepal,2009.0,469964.0,47840.0,0.10179503110876577,-0.2173159039968588,26883535,4.53307872
Nepal,2010.0,469964.0,83104.0,0.17683056574546135,0.737123745819398,27013212,4.81641465
Nepal,2011.0,469964.0,64019.0,0.13622107225234273,-0.2296520023103581,27041437,3.421828241
Nepal,2012.0,1877914.0,2110.736334516056,0.10017903252842718,-0.9670295328806128,26989862,4.781192258
Nepal,2013.0,1877914.0,111846.26366548393,0.14230124255647295,51.98921605531926,26917906,4.128877676
Nepal,2014.0,1877914.0,42194.15189450317,0.11807630790383873,-0.6227486684696075,26906926,5.988984661
Nepal,2015.0,1877914.0,-35778.578352871584,0.10139025362537032,-1.8479511199165168,27015031,3.322905439
Nepal,2016.0,1877914.0,-55438.64150340203,0.09718302784518916,0.5494925750439308,27261131,0.588678499
Nepal,2017.0,1877914.0,404754.6735600715,0.19566374808386466,-8.300948626874876,27627124,8.223499483
Nepal,2018.0,1877914.0,314890.081268838,0.17643285210360704,-0.2220223709854119,28087871,6.700995459
Pakistan,1992.0,3286104.0,2120848.0,0.6453989283358044,5.735201030956963,113911126,7.705897823
Pakistan,1993.0,3286104.0,2170448.0,0.6604927902464438,0.023386871666427767,117086685,1.7577476969999999
Pakistan,1994.0,3286104.0,4359127.0,1.3265334876802441,1.008399648367526,120362762,3.737415552
Pakistan,1995.0,3286104.0,2703625.0,0.8227448066159805,-0.3797783363503747,123776839,4.96260915
Pakistan,1996.0,3286104.0,2772756.0,0.8437821809656664,0.02556974432474918,127349290,4.846581284
Pakistan,1997.0,3286104.0,4883648.0,1.4861513816969882,0.7612974239348864,131057431,1.0143960140000001
Pakistan,1998.0,3286104.0,5412855.0,1.6471952804902097,0.10836305155490322,134843233,2.550234295
Pakistan,1999.0,3286104.0,5462445.0,1.6622860992835284,0.009161523816913623,138624621,3.6601327439999998
Pakistan,2000.0,3286104.0,5756594.0,1.751799090959994,0.05384932937539875,142343578,4.260088012
Pakistan,2001.0,3286104.0,5897819.0,1.7947755153214868,0.024532735850400427,145978402,3.554418216
Pakistan,2002.0,3286104.0,5965159.0,1.8152678673590368,0.011417780030211171,149549700,2.508337724
Pakistan,2003.0,3286104.0,5122568.0,1.558857540722996,-0.14125206050668554,153093373,5.777033992000001
Pakistan,2004.0,3286104.0,5655966.0,1.72117680998532,0.10412707064113157,156664697,7.546860015
Pakistan,2005.0,3286104.0,5315628.0,1.6176079637163037,-0.06017327544048179,160304008,6.518778074
Pakistan,2006.0,3286104.0,5877342.0,1.7885441239839028,0.1056721802202863,164022627,5.8989844410000005
Pakistan,2007.0,3286104.0,6282948.0,1.9119747883816216,0.06901180839910286,167808105,4.832817277
Pakistan,2008.0,3286104.0,2896239.0,0.8813595065767852,-0.5390318366473827,171648986,1.701405465
Pakistan,2009.0,3286104.0,3010090.0,0.9160057015846121,0.039309946451242465,175525609,2.831658519
Pakistan,2010.0,3286104.0,3843818.0,1.1697189133393222,0.27697776478444164,179424641,1.606688629
Pakistan,2011.0,3286104.0,3128210.0,0.951951003376643,-0.1861711454600608,183340592,2.748405917
Pakistan,2012.0,13140344.0,3341672.0220373827,0.9937645351552392,0.06823775323184271,187281475,3.50703342
Pakistan,2013.0,13140344.0,3201196.9779626173,0.9973072629375782,-0.042037352303988,191262919,4.396456633000001
Pakistan,2014.0,13140344.0,3282065.536429256,0.997810925845293,0.025261975137221084,195306825,4.674707981
Pakistan,2015.0,13140344.0,3273914.234486289,0.9960665587283659,-0.0024835890241959053,199426964,4.731147475
Pakistan,2016.0,13140344.0,3284418.4346533907,0.9983144427460744,0.003208453067112805,203627284,5.526735845
Pakistan,2017.0,13140344.0,3325030.817785411,1.0070054354453029,0.012365167209977115,207896686,5.5542774370000005
Pakistan,2018.0,13140344.0,3379532.776775252,1.018668777784376,0.016391414689546,212215030,5.836417497999999
Philippines,1992.0,1744448.0,239243.0,0.13714538925780534,-0.929208261673294,65020116,0.33760303
Philippines,1993.0,1744448.0,325014.0,0.1863133782147705,0.3585099668537847,66593904,2.116307179
Philippines,1994.0,1744448.0,683758.0,0.3919623858091499,1.1037801448552986,68180859,4.387623341
Philippines,1995.0,1744448.0,416558.0,0.2387907234838757,-0.3907815338175202,69784088,4.678692218999999
Philippines,1996.0,1744448.0,430112.0,0.24656051656455225,0.032538085932811274,71401749,5.845873472
Philippines,1997.0,1744448.0,984196.0,0.5641876398723263,1.2882319023882152,73030884,5.185362276
Philippines,1998.0,1744448.0,996354.0,0.5711571798070221,0.012353230454096541,74672014,-0.576718146
Philippines,1999.0,1744448.0,893390.0,0.5121333510657813,-0.10334078048565068,76325927,3.0819164580000002
Philippines,2000.0,1744448.0,935278.0,0.5361455314231207,0.046886578090195766,77991755,4.41122216
Philippines,2001.0,1744448.0,982809.0,0.5633925459514987,0.05082018394530824,79672873,3.049231344
Philippines,2002.0,1744448.0,1068204.0,0.6123449939465092,0.08688870370539953,81365258,3.716255002
Philippines,2003.0,1744448.0,935935.0,0.5365221548593022,-0.1238237265541039,83051971,5.086911134
Philippines,2004.0,1744448.0,993419.0,0.5694746991598488,0.061418795108634676,84710542,6.569228513
Philippines,2005.0,1744448.0,850335.0,0.4874521911802473,-0.14403187376122262,86326250,4.942505118
Philippines,2006.0,1744448.0,825025.0,0.4729433035550501,-0.029764739779028264,87888675,5.316416822
Philippines,2007.0,1744448.0,958207.0,0.5492895173716843,0.16142783552013576,89405482,6.51929155
Philippines,2008.0,1744448.0,511417.0,0.29316838335106576,-0.4662771196620354,90901965,4.344487305
Philippines,2009.0,1744448.0,465386.0,0.2667812396815497,-0.09000678506971806,92414158,1.4483230630000001
Philippines,2010.0,1744448.0,839300.0,0.4811264078952196,0.803449179820622,93966780,7.33449996
Philippines,2011.0,1744448.0,625551.0,0.35859538375463185,-0.2546753246753247,95570047,3.8582328269999997
Philippines,2012.0,6975544.0,672426.055979892,0.39326644106666064,0.07493402772898138,97212638,6.896951711
Philippines,2013.0,6975544.0,696355.944020108,0.3913840615565188,0.03558738961318823,98871552,6.750531302000001
Philippines,2014.0,6975544.0,625812.5301389882,0.3797895413967329,-0.10130367161636923,100513138,6.347987483
Philippines,2015.0,6975544.0,699259.9344245145,0.3955071823031467,0.11736326894767392,102113212,6.348309717
Philippines,2016.0,6975544.0,666808.4591975072,0.3885626123831721,-0.04640831489039137,103663927,7.14945675
Philippines,2017.0,6975544.0,802695.6441838128,0.4176422782770839,0.20378743417539047,105173264,6.9309883260000005
Philippines,2018.0,6975544.0,759492.6853728433,0.4083969060370303,-0.05382234116256928,106651922,6.341485571000001
Poland,1992.0,837200.0,2456297.0,2.9339429049211656,2.2341285799140733,38363667,2.514978611
Poland,1993.0,837200.0,2230093.0,2.6637517916865745,-0.0920914693947841,38461408,3.738310308
Poland,1994.0,837200.0,4587921.0,5.480077639751553,1.0572778803395195,38542652,5.292802058
Poland,1995.0,837200.0,4069906.0,4.861330625895843,-0.11290843935630104,38594998,6.951856628
Poland,1996.0,837200.0,3793730.0,4.5314500716674635,-0.06785807829468297,38624370,6.056624499
Poland,1997.0,837200.0,6450536.0,7.704892498805544,0.7003149934233591,38649660,6.459525756000001
Poland,1998.0,837200.0,10227361.0,12.216150262780696,0.5855056075960199,38663481,4.614695341
Poland,1999.0,837200.0,8511626.0,10.1667773530817,-0.16775930760633168,38660271,4.642175811
Poland,2000.0,837200.0,8283872.0,9.894734830387003,-0.0267579896015168,38258629,4.55954936
Poland,2001.0,837200.0,9895096.0,11.819273769708552,0.1945013153269389,38248076,1.247967922
Poland,2002.0,837200.0,10948089.0,13.077029383659818,0.10641564265773673,38230364,2.04162374
Poland,2003.0,837200.0,7982032.0,9.534199713330148,-0.270920066506584,38204570,3.562466665
Poland,2004.0,837200.0,8262011.0,9.868622790253225,0.03507615604648038,38182222,5.135650812
Poland,2005.0,837200.0,9031180.0,10.787362637362637,0.09309706801407068,38165445,3.4932252160000004
Poland,2006.0,837200.0,9615989.0,11.485892259914,0.06475443961918598,38141267,6.179335206
