F101992,t,29516447.108822584
F101992,x,4219076.137860641
F101993,t,32620231.571483016
F101993,x,4990492.032243691
F101994,t,32373728.178323984
F101994,x,4688947.003611989
F121994,t,31739742.56661725
F121994,x,5454189.115328088
F121995,t,34357532.421863675
F121995,x,5816582.0875213295
F121996,t,36596601.89019954
F121996,x,6181140.320097934
F121997,t,37031173.29426801
F121997,x,6435659.712315954
F121998,t,37086352.47218287
F121998,x,6829338.573971532
F121999,t,42251538.7296474
F121999,x,7790396.427632026
F141997,t,35855565.393558025
F141997,x,4850711.553774461
F141998,t,38987184.99675596
F141998,x,5367744.70471634
F141999,t,44625250.494607925
F141999,x,6388844.651752058
F142000,x,6457365.525772661
F142000,t,44609005.40510118
F142001,x,7239795.919392593
F142001,t,49013572.01915312
F142002,x,6854388.013174877
F142002,t,47012402.96330404
F142003,x,6711821.166461457
F142003,t,45592384.49467194
F152000,x,7168005.470618449
F152000,t,39554686.87603116
F152001,x,7494633.7333793305
F152001,t,41732798.344356656
F152002,x,7482102.677473405
F152002,t,41242737.089520514
F152003,x,5218805.792837616
F152003,t,38593789.49066645
F152004,x,5663575.588019999
F152004,t,42337645.778696895
F152005,x,5852829.72383935
F152005,t,43351591.5224756
F152006,x,6499357.24647345
F152006,t,47895169.81126571
F152007,x,6188002.66688654
F152007,t,45700347.6781255
F162004,x,7583656.960914381
F162004,t,48139400.83922839
F162005,x,6133324.614769779
F162005,t,43502935.98168445
F162006,x,6784468.073807232
F162006,t,42884078.2666415
F162007,x,8588246.888413582
F162007,t,47662804.255496144
F162008,x,8724643.432891272
F162008,t,49561697.323049426
F162009,x,9062205.21709983
F162009,t,52045006.09507251
F182010,x,13796461.462027125
F182010,t,64516685.74446154
F182011,x,11417995.948337317
F182012,x,12766481.902887322
F182012,t,58595766.7424736
