../dataset/dmsp/stable/F152001.v4b_web.stable_lights.avg_vis.tif,y/brazil,7375028
../dataset/dmsp/stable/F152001.v4b_web.stable_lights.avg_vis.tif,y/canada,15046212
../dataset/dmsp/stable/F152001.v4b_web.stable_lights.avg_vis.tif,y/china,17238315
../dataset/dmsp/stable/F152001.v4b_web.stable_lights.avg_vis.tif,y/france,9521322
../dataset/dmsp/stable/F152001.v4b_web.stable_lights.avg_vis.tif,y/germany,8366283
../dataset/dmsp/stable/F152001.v4b_web.stable_lights.avg_vis.tif,y/india,15019196
../dataset/dmsp/stable/F152001.v4b_web.stable_lights.avg_vis.tif,y/italy,7762687
../dataset/dmsp/stable/F152001.v4b_web.stable_lights.avg_vis.tif,y/japan,7936560
../dataset/dmsp/stable/F152001.v4b_web.stable_lights.avg_vis.tif,y/korea,61583
../dataset/dmsp/stable/F152001.v4b_web.stable_lights.avg_vis.tif,y/mexico,5955616
../dataset/dmsp/stable/F152001.v4b_web.stable_lights.avg_vis.tif,y/russia,32512746
../dataset/dmsp/stable/F152001.v4b_web.stable_lights.avg_vis.tif,y/saudiarab,3543119
../dataset/dmsp/stable/F152001.v4b_web.stable_lights.avg_vis.tif,y/uk,6896599
../dataset/dmsp/stable/F152001.v4b_web.stable_lights.avg_vis.tif,y/usa,68992379
../dataset/dmsp/stable/F152001.v4b_web.stable_lights.avg_vis.tif,y/indonesia,2294564
../dataset/dmsp/stable/F152001.v4b_web.stable_lights.avg_vis.tif,y/iran,5525403
../dataset/dmsp/stable/F152001.v4b_web.stable_lights.avg_vis.tif,y/spain,5532910
../dataset/dmsp/stable/F152001.v4b_web.stable_lights.avg_vis.tif,y/turkey,2655121
../dataset/dmsp/stable/F152002.v4b_web.stable_lights.avg_vis.tif,y/brazil,7911968
../dataset/dmsp/stable/F152002.v4b_web.stable_lights.avg_vis.tif,y/canada,14525303
../dataset/dmsp/stable/F152002.v4b_web.stable_lights.avg_vis.tif,y/china,19730331
../dataset/dmsp/stable/F152002.v4b_web.stable_lights.avg_vis.tif,y/france,9598619
../dataset/dmsp/stable/F152002.v4b_web.stable_lights.avg_vis.tif,y/germany,8538391
../dataset/dmsp/stable/F152002.v4b_web.stable_lights.avg_vis.tif,y/india,15069918
../dataset/dmsp/stable/F152002.v4b_web.stable_lights.avg_vis.tif,y/italy,7919570
../dataset/dmsp/stable/F152002.v4b_web.stable_lights.avg_vis.tif,y/japan,7847034
../dataset/dmsp/stable/F152002.v4b_web.stable_lights.avg_vis.tif,y/korea,53368
../dataset/dmsp/stable/F152002.v4b_web.stable_lights.avg_vis.tif,y/mexico,6161213
../dataset/dmsp/stable/F152002.v4b_web.stable_lights.avg_vis.tif,y/russia,32463669
../dataset/dmsp/stable/F152002.v4b_web.stable_lights.avg_vis.tif,y/saudiarab,3801761
../dataset/dmsp/stable/F152002.v4b_web.stable_lights.avg_vis.tif,y/uk,6710566
../dataset/dmsp/stable/F152002.v4b_web.stable_lights.avg_vis.tif,y/usa,70584310
../dataset/dmsp/stable/F152002.v4b_web.stable_lights.avg_vis.tif,y/indonesia,2400792
../dataset/dmsp/stable/F152002.v4b_web.stable_lights.avg_vis.tif,y/iran,6058042
../dataset/dmsp/stable/F152002.v4b_web.stable_lights.avg_vis.tif,y/spain,6010309
../dataset/dmsp/stable/F152002.v4b_web.stable_lights.avg_vis.tif,y/turkey,3048636
../dataset/dmsp/stable/F152003.v4b_web.stable_lights.avg_vis.tif,y/brazil,6032486
../dataset/dmsp/stable/F152003.v4b_web.stable_lights.avg_vis.tif,y/canada,10645204
../dataset/dmsp/stable/F152003.v4b_web.stable_lights.avg_vis.tif,y/china,15120020
../dataset/dmsp/stable/F152003.v4b_web.stable_lights.avg_vis.tif,y/france,7208228
../dataset/dmsp/stable/F152003.v4b_web.stable_lights.avg_vis.tif,y/germany,6282126
../dataset/dmsp/stable/F152003.v4b_web.stable_lights.avg_vis.tif,y/india,9885964
../dataset/dmsp/stable/F152003.v4b_web.stable_lights.avg_vis.tif,y/italy,6303255
../dataset/dmsp/stable/F152003.v4b_web.stable_lights.avg_vis.tif,y/japan,5996683
../dataset/dmsp/stable/F152003.v4b_web.stable_lights.avg_vis.tif,y/korea,41204
../dataset/dmsp/stable/F152003.v4b_web.stable_lights.avg_vis.tif,y/mexico,4546341
../dataset/dmsp/stable/F152003.v4b_web.stable_lights.avg_vis.tif,y/russia,22177507
../dataset/dmsp/stable/F152003.v4b_web.stable_lights.avg_vis.tif,y/saudiarab,3010210
../dataset/dmsp/stable/F152003.v4b_web.stable_lights.avg_vis.tif,y/uk,5490902
../dataset/dmsp/stable/F152003.v4b_web.stable_lights.avg_vis.tif,y/usa,55697009
../dataset/dmsp/stable/F152003.v4b_web.stable_lights.avg_vis.tif,y/indonesia,1689443
../dataset/dmsp/stable/F152003.v4b_web.stable_lights.avg_vis.tif,y/iran,4685391
../dataset/dmsp/stable/F152003.v4b_web.stable_lights.avg_vis.tif,y/spain,4498113
../dataset/dmsp/stable/F152003.v4b_web.stable_lights.avg_vis.tif,y/turkey,2019018
../dataset/dmsp/stable/F152004.v4b_web.stable_lights.avg_vis.tif,y/brazil,6180149
../dataset/dmsp/stable/F152004.v4b_web.stable_lights.avg_vis.tif,y/canada,10649123
../dataset/dmsp/stable/F152004.v4b_web.stable_lights.avg_vis.tif,y/china,16719564
../dataset/dmsp/stable/F152004.v4b_web.stable_lights.avg_vis.tif,y/france,7186483
../dataset/dmsp/stable/F152004.v4b_web.stable_lights.avg_vis.tif,y/germany,6095390
