../../dataset/dmsp/stable/F152001.v4b_web.stable_lights.avg_vis.tif,../json/country/Poland.json,"[837200, 5303220]"
../../dataset/dmsp/stable/F152001.v4b_web.stable_lights.avg_vis.tif,../json/country/Sweden.json,"[2552446, 4509161]"
../../dataset/dmsp/stable/F152001.v4b_web.stable_lights.avg_vis.tif,../json/country/australia.json,"[19104396, 2024324]"
../../dataset/dmsp/stable/F152001.v4b_web.stable_lights.avg_vis.tif,../json/country/brazil.json,"[22056902, 7375028]"
../../dataset/dmsp/stable/F152001.v4b_web.stable_lights.avg_vis.tif,../json/country/canada.json,"[42412000, 15046212]"
../../dataset/dmsp/stable/F152001.v4b_web.stable_lights.avg_vis.tif,../json/country/china.json,"[31160216, 17238315]"
../../dataset/dmsp/stable/F152001.v4b_web.stable_lights.avg_vis.tif,../json/country/france.json,"[1992927, 9521322]"
../../dataset/dmsp/stable/F152001.v4b_web.stable_lights.avg_vis.tif,../json/country/germany.json,"[1000532, 8366283]"
../../dataset/dmsp/stable/F152001.v4b_web.stable_lights.avg_vis.tif,../json/country/india.json,"[11590432, 15019196]"
../../dataset/dmsp/stable/F152001.v4b_web.stable_lights.avg_vis.tif,../json/country/indonesia.json,"[10441980, 2294564]"
../../dataset/dmsp/stable/F152001.v4b_web.stable_lights.avg_vis.tif,../json/country/iran.json,"[4053948, 5525403]"
../../dataset/dmsp/stable/F152001.v4b_web.stable_lights.avg_vis.tif,../json/country/italy.json,"[1776749, 7762687]"
../../dataset/dmsp/stable/F152001.v4b_web.stable_lights.avg_vis.tif,../json/country/japan.json,"[3376191, 7936560]"
../../dataset/dmsp/stable/F152001.v4b_web.stable_lights.avg_vis.tif,../json/country/korea.json,"[500337, 61583]"
../../dataset/dmsp/stable/F152001.v4b_web.stable_lights.avg_vis.tif,../json/country/mexico.json,"[7940298, 5955616]"
../../dataset/dmsp/stable/F152001.v4b_web.stable_lights.avg_vis.tif,../json/country/netherlands.json,"[148004, 1742280]"
../../dataset/dmsp/stable/F152001.v4b_web.stable_lights.avg_vis.tif,../json/country/russia.json,"[175525663, 32512746]"
../../dataset/dmsp/stable/F152001.v4b_web.stable_lights.avg_vis.tif,../json/country/saudiarab.json,"[4792450, 3543119]"
../../dataset/dmsp/stable/F152001.v4b_web.stable_lights.avg_vis.tif,../json/country/spain.json,"[1398941, 5532910]"
../../dataset/dmsp/stable/F152001.v4b_web.stable_lights.avg_vis.tif,../json/country/switzerland.json,"[131688, 949506]"
../../dataset/dmsp/stable/F152001.v4b_web.stable_lights.avg_vis.tif,../json/country/turkey.json,"[1708509, 2655121]"
../../dataset/dmsp/stable/F152001.v4b_web.stable_lights.avg_vis.tif,../json/country/uk.json,"[1158704, 6896599]"
../../dataset/dmsp/stable/F152001.v4b_web.stable_lights.avg_vis.tif,../json/country/usa.json,"[79178520, 68992379]"
../../dataset/dmsp/stable/F152002.v4b_web.stable_lights.avg_vis.tif,../json/country/Poland.json,"[837200, 5328068]"
../../dataset/dmsp/stable/F152002.v4b_web.stable_lights.avg_vis.tif,../json/country/Sweden.json,"[2552446, 4764126]"
../../dataset/dmsp/stable/F152002.v4b_web.stable_lights.avg_vis.tif,../json/country/australia.json,"[19104396, 2190396]"
../../dataset/dmsp/stable/F152002.v4b_web.stable_lights.avg_vis.tif,../json/country/brazil.json,"[22056902, 7911968]"
../../dataset/dmsp/stable/F152002.v4b_web.stable_lights.avg_vis.tif,../json/country/canada.json,"[42412000, 14525303]"
../../dataset/dmsp/stable/F152002.v4b_web.stable_lights.avg_vis.tif,../json/country/china.json,"[31160216, 19730331]"
../../dataset/dmsp/stable/F152002.v4b_web.stable_lights.avg_vis.tif,../json/country/france.json,"[1992927, 9598619]"
../../dataset/dmsp/stable/F152002.v4b_web.stable_lights.avg_vis.tif,../json/country/germany.json,"[1000532, 8538391]"
../../dataset/dmsp/stable/F152002.v4b_web.stable_lights.avg_vis.tif,../json/country/india.json,"[11590432, 15069918]"
../../dataset/dmsp/stable/F152002.v4b_web.stable_lights.avg_vis.tif,../json/country/indonesia.json,"[10441980, 2400792]"
../../dataset/dmsp/stable/F152002.v4b_web.stable_lights.avg_vis.tif,../json/country/iran.json,"[4053948, 6058042]"
../../dataset/dmsp/stable/F152002.v4b_web.stable_lights.avg_vis.tif,../json/country/italy.json,"[1776749, 7919570]"
../../dataset/dmsp/stable/F152002.v4b_web.stable_lights.avg_vis.tif,../json/country/japan.json,"[3376191, 7847034]"
../../dataset/dmsp/stable/F152002.v4b_web.stable_lights.avg_vis.tif,../json/country/korea.json,"[500337, 53368]"
../../dataset/dmsp/stable/F152002.v4b_web.stable_lights.avg_vis.tif,../json/country/mexico.json,"[7940298, 6161213]"
../../dataset/dmsp/stable/F152002.v4b_web.stable_lights.avg_vis.tif,../json/country/netherlands.json,"[148004, 1705162]"
../../dataset/dmsp/stable/F152002.v4b_web.stable_lights.avg_vis.tif,../json/country/russia.json,"[175525663, 32463669]"
../../dataset/dmsp/stable/F152002.v4b_web.stable_lights.avg_vis.tif,../json/country/saudiarab.json,"[4792450, 3801761]"
../../dataset/dmsp/stable/F152002.v4b_web.stable_lights.avg_vis.tif,../json/country/spain.json,"[1398941, 6010309]"
../../dataset/dmsp/stable/F152002.v4b_web.stable_lights.avg_vis.tif,../json/country/switzerland.json,"[131688, 944137]"
../../dataset/dmsp/stable/F152002.v4b_web.stable_lights.avg_vis.tif,../json/country/turkey.json,"[1708509, 3048636]"
../../dataset/dmsp/stable/F152002.v4b_web.stable_lights.avg_vis.tif,../json/country/uk.json,"[1158704, 6710566]"
../../dataset/dmsp/stable/F152002.v4b_web.stable_lights.avg_vis.tif,../json/country/usa.json,"[79178520, 70584310]"
../../dataset/dmsp/stable/F152003.v4b_web.stable_lights.avg_vis.tif,../json/country/Poland.json,"[837200, 3875770]"
../../dataset/dmsp/stable/F152003.v4b_web.stable_lights.avg_vis.tif,../json/country/Sweden.json,"[2552446, 3297646]"
../../dataset/dmsp/stable/F152003.v4b_web.stable_lights.avg_vis.tif,../json/country/australia.json,"[19104396, 1603514]"
../../dataset/dmsp/stable/F152003.v4b_web.stable_lights.avg_vis.tif,../json/country/brazil.json,"[22056902, 6032486]"
../../dataset/dmsp/stable/F152003.v4b_web.stable_lights.avg_vis.tif,../json/country/canada.json,"[42412000, 10645204]"
../../dataset/dmsp/stable/F152003.v4b_web.stable_lights.avg_vis.tif,../json/country/china.json,"[31160216, 15120020]"
../../dataset/dmsp/stable/F152003.v4b_web.stable_lights.avg_vis.tif,../json/country/france.json,"[1992927, 7208228]"
../../dataset/dmsp/stable/F152003.v4b_web.stable_lights.avg_vis.tif,../json/country/germany.json,"[1000532, 6282126]"
../../dataset/dmsp/stable/F152003.v4b_web.stable_lights.avg_vis.tif,../json/country/india.json,"[11590432, 9885964]"
../../dataset/dmsp/stable/F152003.v4b_web.stable_lights.avg_vis.tif,../json/country/indonesia.json,"[10441980, 1689443]"
../../dataset/dmsp/stable/F152003.v4b_web.stable_lights.avg_vis.tif,../json/country/iran.json,"[4053948, 4685391]"
../../dataset/dmsp/stable/F152003.v4b_web.stable_lights.avg_vis.tif,../json/country/italy.json,"[1776749, 6303255]"
../../dataset/dmsp/stable/F152003.v4b_web.stable_lights.avg_vis.tif,../json/country/japan.json,"[3376191, 5996683]"
../../dataset/dmsp/stable/F152003.v4b_web.stable_lights.avg_vis.tif,../json/country/korea.json,"[500337, 41204]"
../../dataset/dmsp/stable/F152003.v4b_web.stable_lights.avg_vis.tif,../json/country/mexico.json,"[7940298, 4546341]"
../../dataset/dmsp/stable/F152003.v4b_web.stable_lights.avg_vis.tif,../json/country/netherlands.json,"[148004, 1273389]"
../../dataset/dmsp/stable/F152003.v4b_web.stable_lights.avg_vis.tif,../json/country/russia.json,"[175525663, 22177507]"
../../dataset/dmsp/stable/F152003.v4b_web.stable_lights.avg_vis.tif,../json/country/saudiarab.json,"[4792450, 3010210]"
../../dataset/dmsp/stable/F152003.v4b_web.stable_lights.avg_vis.tif,../json/country/spain.json,"[1398941, 4498113]"
../../dataset/dmsp/stable/F152003.v4b_web.stable_lights.avg_vis.tif,../json/country/switzerland.json,"[131688, 834728]"
../../dataset/dmsp/stable/F152003.v4b_web.stable_lights.avg_vis.tif,../json/country/turkey.json,"[1708509, 2019018]"
../../dataset/dmsp/stable/F152003.v4b_web.stable_lights.avg_vis.tif,../json/country/uk.json,"[1158704, 5490902]"
../../dataset/dmsp/stable/F152003.v4b_web.stable_lights.avg_vis.tif,../json/country/usa.json,"[79178520, 55697009]"
../../dataset/dmsp/stable/F152004.v4b_web.stable_lights.avg_vis.tif,../json/country/Poland.json,"[837200, 4057829]"
../../dataset/dmsp/stable/F152004.v4b_web.stable_lights.avg_vis.tif,../json/country/Sweden.json,"[2552446, 3168709]"
../../dataset/dmsp/stable/F152004.v4b_web.stable_lights.avg_vis.tif,../json/country/australia.json,"[19104396, 1618739]"
../../dataset/dmsp/stable/F152004.v4b_web.stable_lights.avg_vis.tif,../json/country/brazil.json,"[22056902, 6180149]"
../../dataset/dmsp/stable/F152004.v4b_web.stable_lights.avg_vis.tif,../json/country/canada.json,"[42412000, 10649123]"
../../dataset/dmsp/stable/F152004.v4b_web.stable_lights.avg_vis.tif,../json/country/china.json,"[31160216, 16719564]"
../../dataset/dmsp/stable/F152004.v4b_web.stable_lights.avg_vis.tif,../json/country/france.json,"[1992927, 7186483]"
../../dataset/dmsp/stable/F152004.v4b_web.stable_lights.avg_vis.tif,../json/country/germany.json,"[1000532, 6095390]"
../../dataset/dmsp/stable/F152004.v4b_web.stable_lights.avg_vis.tif,../json/country/india.json,"[11590432, 10116048]"
../../dataset/dmsp/stable/F152004.v4b_web.stable_lights.avg_vis.tif,../json/country/indonesia.json,"[10441980, 1687671]"
../../dataset/dmsp/stable/F152004.v4b_web.stable_lights.avg_vis.tif,../json/country/iran.json,"[4053948, 4960727]"
../../dataset/dmsp/stable/F152004.v4b_web.stable_lights.avg_vis.tif,../json/country/italy.json,"[1776749, 6338859]"
../../dataset/dmsp/stable/F152004.v4b_web.stable_lights.avg_vis.tif,../json/country/japan.json,"[3376191, 6170102]"
../../dataset/dmsp/stable/F152004.v4b_web.stable_lights.avg_vis.tif,../json/country/korea.json,"[500337, 44363]"
../../dataset/dmsp/stable/F152004.v4b_web.stable_lights.avg_vis.tif,../json/country/mexico.json,"[7940298, 4419193]"
../../dataset/dmsp/stable/F152004.v4b_web.stable_lights.avg_vis.tif,../json/country/netherlands.json,"[148004, 1312010]"
../../dataset/dmsp/stable/F152004.v4b_web.stable_lights.avg_vis.tif,../json/country/russia.json,"[175525663, 24229115]"
../../dataset/dmsp/stable/F152004.v4b_web.stable_lights.avg_vis.tif,../json/country/saudiarab.json,"[4792450, 3119293]"
../../dataset/dmsp/stable/F152004.v4b_web.stable_lights.avg_vis.tif,../json/country/spain.json,"[1398941, 4710265]"
../../dataset/dmsp/stable/F152004.v4b_web.stable_lights.avg_vis.tif,../json/country/switzerland.json,"[131688, 695469]"
../../dataset/dmsp/stable/F152004.v4b_web.stable_lights.avg_vis.tif,../json/country/turkey.json,"[1708509, 2366239]"
